TimeStamp,NYA_DCS_G6710A_Cylinder_2,NYA_DCS_G6710A_Intake_Manifold,CLUSTER,OVER_BY,HEALTH
2022-01-01 00:00:00+07:00,948.67,113.65,1,0.0,100.0
2022-01-01 01:00:00+07:00,953.27,116.51,1,0.0,100.0
2022-01-01 02:00:00+07:00,953.09,113.62,1,0.0,100.0
2022-01-01 03:00:00+07:00,950.67,109.73,1,0.0,100.0
2022-01-01 04:00:00+07:00,950.57,109.4,1,0.0,100.0
2022-01-01 05:00:00+07:00,951.53,109.4,1,0.0,100.0
2022-01-01 06:00:00+07:00,950.92,109.4,1,0.0,100.0
2022-01-01 07:00:00+07:00,950.13,109.47,1,0.0,100.0
2022-01-01 08:00:00+07:00,953.21,112.69,1,0.0,100.0
2022-01-01 09:00:00+07:00,955.2,116.26,1,0.0,100.0
2022-01-01 10:00:00+07:00,955.92,119.49,1,0.0,100.0
2022-01-01 11:00:00+07:00,958.92,121.61,1,0.0,100.0
2022-01-01 12:00:00+07:00,960.84,122.31,1,0.0,100.0
2022-01-01 13:00:00+07:00,962.37,122.73,1,0.0,100.0
2022-01-01 14:00:00+07:00,961.69,123.43,1,0.0,100.0
2022-01-01 15:00:00+07:00,961.28,119.61,1,0.0,100.0
2022-01-01 16:00:00+07:00,958.35,121.07,1,0.0,100.0
2022-01-01 17:00:00+07:00,955.27,117.38,1,0.0,100.0
2022-01-01 18:00:00+07:00,950.84,114.22,1,0.0,100.0
2022-01-01 19:00:00+07:00,949.99,114.57,1,0.0,100.0
2022-01-01 20:00:00+07:00,951.97,116.29,1,0.0,100.0
2022-01-01 21:00:00+07:00,953.2,118.29,1,0.0,100.0
2022-01-01 22:00:00+07:00,955.82,119.2,1,0.0,100.0
2022-01-01 23:00:00+07:00,954.12,119.55,1,0.0,100.0
2022-01-02 00:00:00+07:00,953.1,115.34,1,0.0,100.0
2022-01-02 01:00:00+07:00,952.66,115.21,1,0.0,100.0
2022-01-02 02:00:00+07:00,950.89,115.55,1,0.0,100.0
2022-01-02 03:00:00+07:00,951.88,111.96,1,0.0,100.0
2022-01-02 04:00:00+07:00,950.39,111.0,1,0.0,100.0
2022-01-02 05:00:00+07:00,948.95,110.04,1,0.0,100.0
2022-01-02 06:00:00+07:00,948.47,109.59,1,0.0,100.0
2022-01-02 07:00:00+07:00,950.03,109.55,1,0.0,100.0
2022-01-02 08:00:00+07:00,951.62,110.74,1,0.0,100.0
2022-01-02 14:00:00+07:00,955.35,125.17,1,0.0,100.0
2022-01-02 15:00:00+07:00,957.13,125.68,1,0.0,100.0
2022-01-02 16:00:00+07:00,954.09,117.99,1,0.0,100.0
2022-01-02 17:00:00+07:00,952.45,114.88,1,0.0,100.0
2022-01-02 18:00:00+07:00,949.83,112.67,1,0.0,100.0
2022-01-02 19:00:00+07:00,951.44,113.46,1,0.0,100.0
2022-01-02 20:00:00+07:00,951.12,113.07,1,0.0,100.0
2022-01-02 21:00:00+07:00,950.06,113.25,1,0.0,100.0
2022-01-02 22:00:00+07:00,952.47,113.12,1,0.0,100.0
2022-01-02 23:00:00+07:00,951.2,112.79,1,0.0,100.0
2022-01-03 00:00:00+07:00,952.12,112.41,1,0.0,100.0
2022-01-03 01:00:00+07:00,952.23,111.2,1,0.0,100.0
2022-01-03 02:00:00+07:00,951.63,109.99,1,0.0,100.0
2022-01-03 03:00:00+07:00,950.48,110.04,1,0.0,100.0
2022-01-03 04:00:00+07:00,951.55,109.97,1,0.0,100.0
2022-01-03 05:00:00+07:00,951.56,109.69,1,0.0,100.0
2022-01-03 06:00:00+07:00,953.06,110.72,1,0.0,100.0
2022-01-03 07:00:00+07:00,951.79,110.43,1,0.0,100.0
2022-01-03 08:00:00+07:00,955.43,111.2,1,0.0,100.0
2022-01-03 09:00:00+07:00,957.25,111.56,1,0.0,100.0
2022-01-03 10:00:00+07:00,956.42,114.27,1,0.0,100.0
2022-01-03 11:00:00+07:00,958.68,117.04,1,0.0,100.0
2022-01-03 12:00:00+07:00,963.38,123.8,1,0.0,100.0
2022-01-03 13:00:00+07:00,959.28,120.65,1,0.0,100.0
2022-01-03 14:00:00+07:00,967.15,125.75,1,0.0,100.0
2022-01-03 15:00:00+07:00,971.98,129.06,1,0.0,100.0
2022-01-03 16:00:00+07:00,969.74,128.81,1,0.0,100.0
2022-01-03 17:00:00+07:00,970.06,128.18,1,0.0,100.0
2022-01-03 18:00:00+07:00,968.31,125.7,1,0.0,100.0
2022-01-03 19:00:00+07:00,968.47,125.6,1,0.0,100.0
2022-01-03 20:00:00+07:00,966.9,125.6,1,0.0,100.0
2022-01-03 21:00:00+07:00,967.32,125.6,1,0.0,100.0
2022-01-03 22:00:00+07:00,966.66,125.34,1,0.0,100.0
2022-01-03 23:00:00+07:00,965.8,124.71,1,0.0,100.0
2022-01-04 00:00:00+07:00,963.61,123.89,1,0.0,100.0
2022-01-04 01:00:00+07:00,963.32,123.8,1,0.0,100.0
2022-01-04 02:00:00+07:00,966.23,124.45,1,0.0,100.0
2022-01-04 03:00:00+07:00,964.34,123.69,1,0.0,100.0
2022-01-04 04:00:00+07:00,966.97,124.68,1,0.0,100.0
2022-01-04 05:00:00+07:00,967.65,124.69,1,0.0,100.0
2022-01-04 06:00:00+07:00,967.77,123.49,1,0.0,100.0
2022-01-04 07:00:00+07:00,972.3,123.49,1,0.0,100.0
