TimeStamp,NYA_DCS_G6710A_CoolantTemp_LB,NYA_DCS_G6710A_OilTemp,CLUSTER,OVER_BY,HEALTH
2022-01-03 20:00:00+07:00,184.48,184.36,1,0.0,100.0
2022-01-03 21:00:00+07:00,183.55,184.25,1,0.0,100.0
2022-01-03 22:00:00+07:00,183.25,183.93,1,0.0,100.0
2022-01-03 23:00:00+07:00,183.2,183.85,1,0.0,100.0
2022-01-04 00:00:00+07:00,183.2,183.64,1,0.0,100.0
2022-01-04 01:00:00+07:00,183.2,183.38,1,0.0,100.0
2022-01-04 02:00:00+07:00,183.2,183.76,1,0.0,100.0
2022-01-04 03:00:00+07:00,183.2,183.38,1,0.0,100.0
2022-01-04 04:00:00+07:00,183.2,183.49,1,0.0,100.0
2022-01-04 05:00:00+07:00,183.2,183.58,1,0.0,100.0
2022-01-04 06:00:00+07:00,182.92,183.07,1,0.0,100.0
2022-01-04 07:00:00+07:00,183.07,183.19,1,0.0,100.0
2022-01-04 08:00:00+07:00,183.41,183.94,1,0.0,100.0
2022-01-04 09:00:00+07:00,181.93,182.96,1,0.0,100.0
2022-01-04 10:00:00+07:00,175.96,177.33,1,0.0,100.0
2022-01-04 11:00:00+07:00,177.89,179.56,1,0.0,100.0
2022-01-04 12:00:00+07:00,177.02,178.03,1,0.0,100.0
2022-01-04 13:00:00+07:00,177.28,178.34,1,0.0,100.0
2022-01-04 14:00:00+07:00,178.9,179.87,1,0.0,100.0
2022-01-04 15:00:00+07:00,176.05,177.86,1,0.0,100.0
2022-01-04 16:00:00+07:00,177.74,178.31,1,0.0,100.0
2022-01-04 17:00:00+07:00,177.8,179.08,1,0.0,100.0
2022-01-04 18:00:00+07:00,179.45,179.99,1,0.0,100.0
2022-01-04 19:00:00+07:00,177.89,179.23,1,0.0,100.0
2022-01-04 20:00:00+07:00,178.01,179.03,1,0.0,100.0
2022-01-04 21:00:00+07:00,178.62,179.83,1,0.0,100.0
2022-01-04 22:00:00+07:00,182.25,182.38,1,0.0,100.0
2022-01-04 23:00:00+07:00,182.97,183.12,1,0.0,100.0
2022-01-05 00:00:00+07:00,183.98,184.12,1,0.0,100.0
2022-01-05 01:00:00+07:00,184.02,184.18,1,0.0,100.0
2022-01-05 02:00:00+07:00,183.46,184.0,1,0.0,100.0
2022-01-05 03:00:00+07:00,180.86,181.74,1,0.0,100.0
2022-01-05 04:00:00+07:00,178.36,179.2,1,0.0,100.0
2022-01-05 05:00:00+07:00,178.83,178.78,1,0.0,100.0
2022-01-05 06:00:00+07:00,177.81,178.99,1,0.0,100.0
2022-01-05 07:00:00+07:00,178.77,179.46,1,0.0,100.0
2022-01-05 08:00:00+07:00,179.18,179.73,1,0.0,100.0
2022-01-05 09:00:00+07:00,179.6,180.39,1,0.0,100.0
2022-01-05 10:00:00+07:00,180.0,180.51,1,0.0,100.0
2022-01-05 11:00:00+07:00,178.44,178.63,1,0.0,100.0
2022-01-05 12:00:00+07:00,178.49,179.17,1,0.0,100.0
2022-01-05 13:00:00+07:00,179.95,180.8,1,0.0,100.0
2022-01-05 14:00:00+07:00,180.24,180.76,1,0.0,100.0
2022-01-05 15:00:00+07:00,179.14,181.0,1,0.0,100.0
2022-01-05 16:00:00+07:00,180.81,181.56,1,0.0,100.0
2022-01-05 17:00:00+07:00,179.4,180.05,1,0.0,100.0
2022-01-05 18:00:00+07:00,181.29,181.62,1,0.0,100.0
2022-01-05 19:00:00+07:00,182.81,182.82,1,0.0,100.0
2022-01-05 20:00:00+07:00,181.82,182.19,1,0.0,100.0
2022-01-05 21:00:00+07:00,183.2,183.22,1,0.0,100.0
2022-01-05 22:00:00+07:00,181.42,182.06,1,0.0,100.0
2022-01-05 23:00:00+07:00,178.54,179.63,1,0.0,100.0
2022-01-06 00:00:00+07:00,177.86,179.09,1,0.0,100.0
2022-01-06 01:00:00+07:00,177.91,179.32,1,0.0,100.0
2022-01-06 02:00:00+07:00,179.0,179.79,1,0.0,100.0
2022-01-06 03:00:00+07:00,181.14,181.56,1,0.0,100.0
2022-01-06 04:00:00+07:00,180.7,181.82,1,0.0,100.0
2022-01-06 05:00:00+07:00,181.4,181.89,1,0.0,100.0
2022-01-06 06:00:00+07:00,182.02,182.13,1,0.0,100.0
2022-01-06 07:00:00+07:00,182.9,182.97,1,0.0,100.0
2022-01-06 08:00:00+07:00,183.72,183.96,1,0.0,100.0
2022-01-06 09:00:00+07:00,182.31,182.84,1,0.0,100.0
2022-01-06 10:00:00+07:00,182.22,182.61,1,0.0,100.0
2022-01-06 11:00:00+07:00,178.01,179.27,1,0.0,100.0
2022-01-06 12:00:00+07:00,177.8,178.74,1,0.0,100.0
2022-01-06 13:00:00+07:00,178.03,179.21,1,0.0,100.0
2022-01-06 14:00:00+07:00,177.45,178.65,1,0.0,100.0
2022-01-06 15:00:00+07:00,180.46,181.05,1,0.0,100.0
2022-01-06 16:00:00+07:00,186.12,185.76,1,0.0,100.0
2022-01-06 17:00:00+07:00,185.0,185.38,1,0.0,100.0
2022-01-06 18:00:00+07:00,184.94,184.84,1,0.0,100.0
2022-01-06 19:00:00+07:00,185.0,184.76,1,0.0,100.0
2022-01-06 20:00:00+07:00,185.0,185.18,1,0.0,100.0
2022-01-06 21:00:00+07:00,184.91,184.66,1,0.0,100.0
2022-01-06 22:00:00+07:00,184.07,184.16,1,0.0,100.0
2022-01-06 23:00:00+07:00,185.0,184.53,1,0.0,100.0
2022-01-07 00:00:00+07:00,185.0,184.68,1,0.0,100.0
2022-01-07 01:00:00+07:00,185.0,184.74,1,0.0,100.0
2022-01-07 02:00:00+07:00,185.0,184.99,1,0.0,100.0
2022-01-07 03:00:00+07:00,185.0,185.17,1,0.0,100.0
2022-01-07 04:00:00+07:00,185.0,185.25,1,0.0,100.0
2022-01-07 05:00:00+07:00,185.0,185.08,1,0.0,100.0
2022-01-07 06:00:00+07:00,185.29,185.41,1,0.0,100.0
2022-01-07 07:00:00+07:00,185.8,185.43,1,0.0,100.0
2022-01-07 08:00:00+07:00,186.74,186.09,1,0.0,100.0
2022-01-07 09:00:00+07:00,186.8,186.44,1,0.0,100.0
2022-01-07 10:00:00+07:00,186.8,186.41,1,0.0,100.0
2022-01-07 11:00:00+07:00,186.8,186.72,1,0.0,100.0
2022-01-07 13:00:00+07:00,186.86,186.87,1,0.0,100.0
2022-01-07 14:00:00+07:00,186.8,186.63,1,0.0,100.0
2022-01-07 15:00:00+07:00,186.8,186.43,1,0.0,100.0
2022-01-07 16:00:00+07:00,186.8,186.65,1,0.0,100.0
2022-01-07 17:00:00+07:00,186.2,185.89,1,0.0,100.0
2022-01-07 18:00:00+07:00,185.0,184.94,1,0.0,100.0
2022-01-07 19:00:00+07:00,185.0,184.72,1,0.0,100.0
2022-01-07 20:00:00+07:00,184.59,184.54,1,0.0,100.0
2022-01-07 21:00:00+07:00,184.36,184.32,1,0.0,100.0
2022-01-07 22:00:00+07:00,184.96,184.66,1,0.0,100.0
2022-01-07 23:00:00+07:00,185.0,184.9,1,0.0,100.0
2022-01-08 00:00:00+07:00,184.99,184.81,1,0.0,100.0
2022-01-08 01:00:00+07:00,184.96,184.73,1,0.0,100.0
2022-01-08 02:00:00+07:00,184.77,184.54,1,0.0,100.0
2022-01-08 03:00:00+07:00,184.97,184.54,1,0.0,100.0
2022-01-08 04:00:00+07:00,185.0,184.79,1,0.0,100.0
2022-01-08 05:00:00+07:00,185.0,184.83,1,0.0,100.0
2022-01-08 06:00:00+07:00,184.0,184.13,1,0.0,100.0
2022-01-08 07:00:00+07:00,183.6,184.03,1,0.0,100.0
2022-01-08 08:00:00+07:00,183.65,183.69,1,0.0,100.0
2022-01-08 09:00:00+07:00,183.2,183.56,1,0.0,100.0
2022-01-08 10:00:00+07:00,183.15,183.2,1,0.0,100.0
2022-01-08 11:00:00+07:00,183.25,183.58,1,0.0,100.0
2022-01-08 12:00:00+07:00,184.49,184.54,1,0.0,100.0
2022-01-08 13:00:00+07:00,183.91,183.95,1,0.0,100.0
2022-01-08 14:00:00+07:00,184.12,183.97,1,0.0,100.0
2022-01-08 16:00:00+07:00,185.16,184.83,1,0.0,100.0
2022-01-08 17:00:00+07:00,183.7,184.1,1,0.0,100.0
2022-01-08 18:00:00+07:00,182.74,183.06,1,0.0,100.0
2022-01-08 19:00:00+07:00,181.4,182.42,1,0.0,100.0
2022-01-08 20:00:00+07:00,182.44,182.78,1,0.0,100.0
2022-01-08 21:00:00+07:00,181.36,181.82,1,0.0,100.0
2022-01-08 22:00:00+07:00,180.98,181.39,1,0.0,100.0
2022-01-08 23:00:00+07:00,179.75,181.01,1,0.0,100.0
2022-01-09 00:00:00+07:00,179.6,180.87,1,0.0,100.0
2022-01-09 01:00:00+07:00,179.6,180.95,1,0.0,100.0
2022-01-09 02:00:00+07:00,179.6,180.47,1,0.0,100.0
2022-01-09 03:00:00+07:00,179.6,180.46,1,0.0,100.0
2022-01-09 04:00:00+07:00,179.6,180.33,1,0.0,100.0
2022-01-09 05:00:00+07:00,179.6,180.62,1,0.0,100.0
2022-01-09 06:00:00+07:00,181.0,181.57,1,0.0,100.0
2022-01-09 07:00:00+07:00,181.56,182.37,1,0.0,100.0
2022-01-09 08:00:00+07:00,182.08,182.5,1,0.0,100.0
2022-01-09 09:00:00+07:00,182.14,182.78,1,0.0,100.0
2022-01-09 10:00:00+07:00,181.67,182.41,1,0.0,100.0
2022-01-09 11:00:00+07:00,182.96,183.01,1,0.0,100.0
2022-01-09 12:00:00+07:00,183.2,183.67,1,0.0,100.0
2022-01-09 13:00:00+07:00,180.99,181.51,1,0.0,100.0
2022-01-09 14:00:00+07:00,184.91,183.72,1,0.0,100.0
2022-01-09 15:00:00+07:00,186.8,186.45,1,0.0,100.0
2022-01-09 16:00:00+07:00,186.8,186.42,1,0.0,100.0
2022-01-09 17:00:00+07:00,185.18,185.48,1,0.0,100.0
2022-01-09 18:00:00+07:00,184.04,184.21,1,0.0,100.0
2022-01-09 19:00:00+07:00,183.68,184.03,1,0.0,100.0
2022-01-09 20:00:00+07:00,182.96,183.33,1,0.0,100.0
2022-01-09 21:00:00+07:00,183.2,183.24,1,0.0,100.0
2022-01-09 22:00:00+07:00,181.99,182.47,1,0.0,100.0
2022-01-09 23:00:00+07:00,183.16,183.4,1,0.0,100.0
2022-01-10 00:00:00+07:00,183.05,183.14,1,0.0,100.0
2022-01-10 01:00:00+07:00,183.4,183.66,1,0.0,100.0
2022-01-10 02:00:00+07:00,183.19,183.73,1,0.0,100.0
2022-01-10 03:00:00+07:00,182.37,182.81,1,0.0,100.0
2022-01-10 04:00:00+07:00,179.43,180.26,1,0.0,100.0
2022-01-10 05:00:00+07:00,180.12,180.71,1,0.0,100.0
2022-01-10 06:00:00+07:00,182.88,183.13,1,0.0,100.0
2022-01-10 07:00:00+07:00,184.91,184.43,1,0.0,100.0
2022-01-10 08:00:00+07:00,185.0,185.0,1,0.0,100.0
2022-01-10 09:00:00+07:00,183.88,184.34,1,0.0,100.0
2022-01-10 10:00:00+07:00,182.46,182.72,1,0.0,100.0
2022-01-10 11:00:00+07:00,184.87,184.87,1,0.0,100.0
2022-01-10 12:00:00+07:00,186.56,185.92,1,0.0,100.0
2022-01-10 13:00:00+07:00,185.28,185.54,1,0.0,100.0
2022-01-10 14:00:00+07:00,183.6,183.59,1,0.0,100.0
2022-01-10 15:00:00+07:00,182.18,182.54,1,0.0,100.0
2022-01-10 16:00:00+07:00,182.98,183.39,1,0.0,100.0
2022-01-10 17:00:00+07:00,182.32,182.71,1,0.0,100.0
2022-01-10 18:00:00+07:00,181.65,182.5,1,0.0,100.0
2022-01-10 19:00:00+07:00,183.66,183.83,1,0.0,100.0
2022-01-10 20:00:00+07:00,184.63,184.52,1,0.0,100.0
2022-01-10 21:00:00+07:00,185.0,184.81,1,0.0,100.0
2022-01-10 22:00:00+07:00,185.0,184.76,1,0.0,100.0
2022-01-10 23:00:00+07:00,182.17,182.73,1,0.0,100.0
2022-01-11 00:00:00+07:00,179.28,180.29,1,0.0,100.0
2022-01-11 01:00:00+07:00,179.15,180.07,1,0.0,100.0
2022-01-11 02:00:00+07:00,183.05,183.11,1,0.0,100.0
2022-01-11 03:00:00+07:00,179.42,180.19,1,0.0,100.0
2022-01-11 04:00:00+07:00,181.23,181.77,1,0.0,100.0
2022-01-11 05:00:00+07:00,182.83,183.12,1,0.0,100.0
2022-01-11 06:00:00+07:00,181.77,182.36,1,0.0,100.0
2022-01-11 07:00:00+07:00,183.04,183.49,1,0.0,100.0
2022-01-11 08:00:00+07:00,184.01,184.01,1,0.0,100.0
2022-01-11 09:00:00+07:00,185.0,185.07,1,0.0,100.0
2022-01-11 10:00:00+07:00,185.72,185.71,1,0.0,100.0
2022-01-11 11:00:00+07:00,186.08,185.78,1,0.0,100.0
2022-01-11 12:00:00+07:00,183.66,184.01,1,0.0,100.0
2022-01-11 13:00:00+07:00,185.33,185.4,1,0.0,100.0
2022-01-11 14:00:00+07:00,184.72,184.8,1,0.0,100.0
2022-01-11 15:00:00+07:00,181.57,182.33,1,0.0,100.0
2022-01-11 16:00:00+07:00,185.41,185.52,1,0.0,100.0
2022-01-11 17:00:00+07:00,184.79,184.81,1,0.0,100.0
2022-01-11 18:00:00+07:00,184.31,184.25,1,0.0,100.0
2022-01-11 19:00:00+07:00,182.15,182.67,1,0.0,100.0
2022-01-11 20:00:00+07:00,185.0,185.29,1,0.0,100.0
2022-01-11 21:00:00+07:00,184.71,184.8,1,0.0,100.0
2022-01-11 22:00:00+07:00,182.52,182.74,1,0.0,100.0
2022-01-11 23:00:00+07:00,181.4,182.12,1,0.0,100.0
2022-01-12 00:00:00+07:00,181.28,181.91,1,0.0,100.0
2022-01-12 01:00:00+07:00,180.75,182.01,1,0.0,100.0
2022-01-12 02:00:00+07:00,179.13,179.8,1,0.0,100.0
2022-01-12 03:00:00+07:00,179.07,180.18,1,0.0,100.0
2022-01-12 04:00:00+07:00,181.15,181.56,1,0.0,100.0
2022-01-12 05:00:00+07:00,183.12,183.39,1,0.0,100.0
2022-01-12 10:00:00+07:00,181.36,181.49,1,0.0,100.0
2022-01-12 11:00:00+07:00,185.19,184.73,1,0.0,100.0
2022-01-12 12:00:00+07:00,186.2,186.1,1,0.0,100.0
2022-01-12 13:00:00+07:00,185.0,184.65,1,0.0,100.0
2022-01-12 16:00:00+07:00,185.0,184.99,1,0.0,100.0
2022-01-12 17:00:00+07:00,183.2,184.05,1,0.0,100.0
2022-01-12 19:00:00+07:00,183.2,183.33,1,0.0,100.0
2022-01-12 20:00:00+07:00,183.2,183.24,1,0.0,100.0
2022-01-12 22:00:00+07:00,182.33,182.68,1,0.0,100.0
2022-01-12 23:00:00+07:00,181.4,182.09,1,0.0,100.0
2022-01-13 00:00:00+07:00,179.92,180.75,1,0.0,100.0
2022-01-13 01:00:00+07:00,178.63,179.49,1,0.0,100.0
2022-01-13 02:00:00+07:00,176.74,178.07,1,0.0,100.0
2022-01-13 03:00:00+07:00,176.19,177.64,1,0.0,100.0
2022-01-13 04:00:00+07:00,174.74,176.64,1,0.0,100.0
2022-01-13 05:00:00+07:00,178.54,179.13,1,0.0,100.0
2022-01-13 06:00:00+07:00,178.54,179.3,1,0.0,100.0
2022-01-13 07:00:00+07:00,178.05,178.87,1,0.0,100.0
2022-01-13 09:00:00+07:00,182.23,182.53,1,0.0,100.0
2022-01-13 10:00:00+07:00,181.3,181.86,1,0.0,100.0
2022-01-13 11:00:00+07:00,182.92,183.1,1,0.0,100.0
2022-01-13 13:00:00+07:00,184.32,184.15,1,0.0,100.0
2022-01-13 14:00:00+07:00,183.36,183.42,1,0.0,100.0
2022-01-13 16:00:00+07:00,183.62,183.5,1,0.0,100.0
2022-01-13 17:00:00+07:00,182.66,182.88,1,0.0,100.0
2022-01-13 18:00:00+07:00,181.86,182.08,1,0.0,100.0
2022-01-13 19:00:00+07:00,183.09,183.12,1,0.0,100.0
2022-01-13 20:00:00+07:00,183.38,183.7,1,0.0,100.0
2022-01-13 21:00:00+07:00,183.35,183.5,1,0.0,100.0
2022-01-13 22:00:00+07:00,184.86,184.33,1,0.0,100.0
2022-01-13 23:00:00+07:00,183.2,183.59,1,0.0,100.0
2022-01-14 00:00:00+07:00,183.33,183.62,1,0.0,100.0
2022-01-14 01:00:00+07:00,183.22,183.65,1,0.0,100.0
2022-01-14 02:00:00+07:00,183.2,183.33,1,0.0,100.0
2022-01-14 03:00:00+07:00,183.15,182.94,1,0.0,100.0
2022-01-14 04:00:00+07:00,182.78,182.83,1,0.0,100.0
2022-01-14 05:00:00+07:00,181.39,181.86,1,0.0,100.0
2022-01-14 06:00:00+07:00,179.34,180.28,1,0.0,100.0
2022-01-14 07:00:00+07:00,180.74,181.27,1,0.0,100.0
2022-01-14 12:00:00+07:00,184.59,184.34,1,0.0,100.0
2022-01-14 13:00:00+07:00,183.42,183.66,1,0.0,100.0
2022-01-14 14:00:00+07:00,184.91,184.52,1,0.0,100.0
2022-01-14 15:00:00+07:00,182.85,183.11,1,0.0,100.0
2022-01-14 16:00:00+07:00,182.49,182.68,1,0.0,100.0
2022-01-14 17:00:00+07:00,181.61,181.83,1,0.0,100.0
2022-01-14 18:00:00+07:00,181.58,182.23,1,0.0,100.0
2022-01-14 19:00:00+07:00,183.2,183.47,1,0.0,100.0
2022-01-14 20:00:00+07:00,183.2,183.27,1,0.0,100.0
2022-01-14 21:00:00+07:00,183.2,183.5,1,0.0,100.0
2022-01-14 22:00:00+07:00,183.2,183.34,1,0.0,100.0
2022-01-14 23:00:00+07:00,183.2,183.17,1,0.0,100.0
2022-01-15 00:00:00+07:00,183.2,183.41,1,0.0,100.0
2022-01-15 02:00:00+07:00,183.04,182.9,1,0.0,100.0
2022-01-15 03:00:00+07:00,181.82,182.61,1,0.0,100.0
2022-01-15 04:00:00+07:00,181.65,182.26,1,0.0,100.0
2022-01-15 05:00:00+07:00,181.51,182.23,1,0.0,100.0
2022-01-15 06:00:00+07:00,181.4,181.84,1,0.0,100.0
2022-01-15 07:00:00+07:00,181.15,181.68,1,0.0,100.0
2022-01-15 08:00:00+07:00,182.31,182.58,1,0.0,100.0
2022-01-15 09:00:00+07:00,183.16,182.97,1,0.0,100.0
2022-01-15 10:00:00+07:00,183.12,183.19,1,0.0,100.0
2022-01-15 11:00:00+07:00,183.72,183.89,1,0.0,100.0
2022-01-15 12:00:00+07:00,184.73,184.35,1,0.0,100.0
2022-01-15 13:00:00+07:00,185.0,184.68,1,0.0,100.0
2022-01-15 14:00:00+07:00,185.0,184.62,1,0.0,100.0
2022-01-15 16:00:00+07:00,185.0,184.72,1,0.0,100.0
2022-01-15 18:00:00+07:00,183.16,183.1,1,0.0,100.0
2022-01-15 20:00:00+07:00,181.4,182.26,1,0.0,100.0
2022-01-15 21:00:00+07:00,182.28,182.66,1,0.0,100.0
2022-01-15 22:00:00+07:00,183.2,183.03,1,0.0,100.0
2022-01-15 23:00:00+07:00,182.44,182.73,1,0.0,100.0
2022-01-16 00:00:00+07:00,181.68,182.47,1,0.0,100.0
2022-01-16 01:00:00+07:00,181.4,182.36,1,0.0,100.0
2022-01-16 02:00:00+07:00,181.4,182.22,1,0.0,100.0
2022-01-16 05:00:00+07:00,182.01,182.54,1,0.0,100.0
2022-01-16 06:00:00+07:00,181.61,182.42,1,0.0,100.0
2022-01-16 09:00:00+07:00,183.13,183.16,1,0.0,100.0
2022-01-16 10:00:00+07:00,183.18,183.14,1,0.0,100.0
2022-01-16 11:00:00+07:00,183.2,183.26,1,0.0,100.0
2022-01-16 13:00:00+07:00,183.98,184.15,1,0.0,100.0
2022-01-16 15:00:00+07:00,183.84,184.1,1,0.0,100.0
2022-01-16 16:00:00+07:00,185.0,184.55,1,0.0,100.0
2022-01-16 18:00:00+07:00,182.71,182.81,1,0.0,100.0
2022-01-16 19:00:00+07:00,181.4,182.11,1,0.0,100.0
2022-01-16 20:00:00+07:00,181.4,181.81,1,0.0,100.0
2022-01-16 21:00:00+07:00,181.4,181.82,1,0.0,100.0
2022-01-16 23:00:00+07:00,181.4,181.63,1,0.0,100.0
2022-01-17 01:00:00+07:00,181.43,182.26,1,0.0,100.0
2022-01-17 04:00:00+07:00,181.45,182.22,1,0.0,100.0
2022-01-17 05:00:00+07:00,181.4,181.66,1,0.0,100.0
2022-01-17 06:00:00+07:00,180.33,181.1,1,0.0,100.0
2022-01-17 07:00:00+07:00,181.15,181.35,1,0.0,100.0
2022-01-17 08:00:00+07:00,180.49,181.11,1,0.0,100.0
2022-01-17 09:00:00+07:00,181.35,181.43,1,0.0,100.0
2022-01-17 10:00:00+07:00,181.4,182.25,1,0.0,100.0
2022-01-17 11:00:00+07:00,182.76,182.73,1,0.0,100.0
2022-01-17 12:00:00+07:00,183.18,183.05,1,0.0,100.0
2022-01-17 13:00:00+07:00,183.2,183.33,1,0.0,100.0
2022-01-17 17:00:00+07:00,185.0,184.76,1,0.0,100.0
2022-01-17 19:00:00+07:00,183.2,183.68,1,0.0,100.0
2022-01-17 20:00:00+07:00,183.2,183.73,1,0.0,100.0
2022-01-17 21:00:00+07:00,183.2,183.5,1,0.0,100.0
2022-01-17 22:00:00+07:00,183.2,183.39,1,0.0,100.0
2022-01-17 23:00:00+07:00,182.27,182.89,1,0.0,100.0
2022-01-18 01:00:00+07:00,179.37,180.41,1,0.0,100.0
2022-01-18 02:00:00+07:00,179.71,180.69,1,0.0,100.0
2022-01-18 04:00:00+07:00,179.66,180.71,1,0.0,100.0
2022-01-18 05:00:00+07:00,179.06,179.97,1,0.0,100.0
2022-01-18 06:00:00+07:00,180.24,180.97,1,0.0,100.0
2022-01-18 07:00:00+07:00,183.22,183.7,1,0.0,100.0
2022-01-18 08:00:00+07:00,183.71,183.84,1,0.0,100.0
2022-01-18 09:00:00+07:00,183.2,183.82,1,0.0,100.0
2022-01-18 10:00:00+07:00,183.2,183.42,1,0.0,100.0
2022-01-18 11:00:00+07:00,183.2,183.77,1,0.0,100.0
2022-01-18 14:00:00+07:00,183.63,183.9,1,0.0,100.0
2022-01-18 18:00:00+07:00,183.2,183.8,1,0.0,100.0
2022-01-18 19:00:00+07:00,183.2,183.5,1,0.0,100.0
2022-01-18 20:00:00+07:00,181.4,182.31,1,0.0,100.0
2022-01-18 22:00:00+07:00,181.4,182.29,1,0.0,100.0
2022-01-18 23:00:00+07:00,178.91,179.85,1,0.0,100.0
2022-01-19 00:00:00+07:00,177.49,178.74,1,0.0,100.0
2022-01-19 01:00:00+07:00,175.58,177.62,1,0.0,100.0
2022-01-19 02:00:00+07:00,174.7,176.52,1,0.0,100.0
2022-01-19 03:00:00+07:00,178.46,179.25,1,0.0,100.0
2022-01-19 04:00:00+07:00,181.33,181.41,1,0.0,100.0
2022-01-19 05:00:00+07:00,180.79,181.34,1,0.0,100.0
2022-01-19 06:00:00+07:00,179.06,179.89,1,0.0,100.0
2022-01-19 07:00:00+07:00,178.86,179.71,1,0.0,100.0
2022-01-19 08:00:00+07:00,180.74,181.34,1,0.0,100.0
2022-01-19 09:00:00+07:00,180.91,181.41,1,0.0,100.0
2022-01-19 10:00:00+07:00,181.43,182.13,1,0.0,100.0
2022-01-19 12:00:00+07:00,180.77,181.7,1,0.0,100.0
2022-01-19 13:00:00+07:00,177.0,178.42,1,0.0,100.0
