TimeStamp,NYA_DCS_G6710A_TotalKVAR,HEALTH
2022-01-30 00:00:00+07:00,35.52,100.0
2022-01-30 01:00:00+07:00,34.29,100.0
2022-01-30 02:00:00+07:00,34.32,100.0
2022-01-30 03:00:00+07:00,32.27,100.0
2022-01-30 04:00:00+07:00,31.24,100.0
2022-01-30 05:00:00+07:00,31.25,100.0
2022-01-30 06:00:00+07:00,34.81,100.0
2022-01-30 07:00:00+07:00,31.45,100.0
2022-01-30 08:00:00+07:00,30.21,100.0
2022-01-30 09:00:00+07:00,34.24,100.0
2022-01-30 10:00:00+07:00,32.08,100.0
2022-01-30 11:00:00+07:00,34.5,100.0
2022-01-30 12:00:00+07:00,32.8,100.0
2022-01-30 13:00:00+07:00,29.45,100.0
2022-01-30 14:00:00+07:00,32.71,100.0
2022-01-30 15:00:00+07:00,31.19,100.0
2022-01-30 16:00:00+07:00,34.81,100.0
2022-01-30 17:00:00+07:00,32.95,100.0
2022-01-30 18:00:00+07:00,32.85,100.0
2022-01-30 19:00:00+07:00,31.29,100.0
2022-01-30 20:00:00+07:00,33.52,100.0
2022-01-30 21:00:00+07:00,30.94,100.0
2022-01-30 22:00:00+07:00,30.1,100.0
2022-01-30 23:00:00+07:00,30.99,100.0
2022-01-31 00:00:00+07:00,31.13,100.0
2022-01-31 01:00:00+07:00,32.05,100.0
2022-01-31 02:00:00+07:00,32.43,100.0
2022-01-31 03:00:00+07:00,34.83,100.0
2022-01-31 04:00:00+07:00,32.88,100.0
2022-01-31 05:00:00+07:00,31.31,100.0
2022-01-31 06:00:00+07:00,31.14,100.0
2022-01-31 07:00:00+07:00,34.08,100.0
2022-01-31 08:00:00+07:00,31.72,100.0
2022-01-31 09:00:00+07:00,32.36,100.0
2022-01-31 10:00:00+07:00,29.28,100.0
2022-01-31 11:00:00+07:00,34.45,100.0
2022-01-31 12:00:00+07:00,34.85,100.0
2022-01-31 14:00:00+07:00,32.96,100.0
2022-01-31 16:00:00+07:00,33.71,100.0
2022-01-31 17:00:00+07:00,27.71,100.0
2022-01-31 18:00:00+07:00,33.19,100.0
2022-01-31 19:00:00+07:00,32.56,100.0
2022-01-31 20:00:00+07:00,33.88,100.0
2022-01-31 21:00:00+07:00,30.64,100.0
2022-01-31 22:00:00+07:00,33.67,100.0
2022-01-31 23:00:00+07:00,32.6,100.0
2022-02-01 00:00:00+07:00,30.46,100.0
2022-02-01 01:00:00+07:00,30.49,100.0
2022-02-01 02:00:00+07:00,32.46,100.0
2022-02-01 03:00:00+07:00,30.31,100.0
2022-02-01 04:00:00+07:00,33.54,100.0
2022-02-01 05:00:00+07:00,32.03,100.0
2022-02-01 06:00:00+07:00,31.81,100.0
2022-02-01 07:00:00+07:00,33.63,100.0
2022-02-01 08:00:00+07:00,35.74,100.0
2022-02-01 09:00:00+07:00,34.48,100.0
2022-02-01 10:00:00+07:00,34.2,100.0
2022-02-01 11:00:00+07:00,30.37,100.0
2022-02-01 12:00:00+07:00,31.94,100.0
2022-02-01 13:00:00+07:00,34.75,100.0
2022-02-01 14:00:00+07:00,31.1,100.0
2022-02-01 15:00:00+07:00,31.5,100.0
2022-02-01 16:00:00+07:00,29.84,100.0
2022-02-01 17:00:00+07:00,31.17,100.0
2022-02-01 18:00:00+07:00,30.49,100.0
2022-02-01 19:00:00+07:00,35.03,100.0
2022-02-01 20:00:00+07:00,29.54,100.0
2022-02-01 21:00:00+07:00,32.69,100.0
2022-02-01 22:00:00+07:00,32.77,100.0
2022-02-01 23:00:00+07:00,33.29,100.0
2022-02-02 00:00:00+07:00,30.54,100.0
2022-02-02 01:00:00+07:00,32.82,100.0
2022-02-02 02:00:00+07:00,31.83,100.0
2022-02-02 03:00:00+07:00,32.39,100.0
2022-02-02 04:00:00+07:00,32.02,100.0
2022-02-02 05:00:00+07:00,36.71,100.0
2022-02-02 06:00:00+07:00,35.24,100.0
2022-02-02 07:00:00+07:00,32.49,100.0
2022-02-02 08:00:00+07:00,31.34,100.0
2022-02-02 09:00:00+07:00,31.83,100.0
2022-02-02 10:00:00+07:00,34.85,100.0
2022-02-02 11:00:00+07:00,33.71,100.0
2022-02-02 12:00:00+07:00,34.09,100.0
2022-02-02 13:00:00+07:00,36.01,100.0
2022-02-02 14:00:00+07:00,33.29,100.0
2022-02-02 15:00:00+07:00,31.93,100.0
2022-02-02 16:00:00+07:00,32.01,100.0
2022-02-02 17:00:00+07:00,33.83,100.0
2022-02-02 18:00:00+07:00,31.63,100.0
2022-02-02 19:00:00+07:00,31.67,100.0
2022-02-02 20:00:00+07:00,30.97,100.0
2022-02-02 21:00:00+07:00,30.75,100.0
2022-02-02 22:00:00+07:00,30.32,100.0
2022-02-02 23:00:00+07:00,31.8,100.0
2022-02-03 00:00:00+07:00,33.63,100.0
2022-02-03 01:00:00+07:00,33.54,100.0
2022-02-03 02:00:00+07:00,31.71,100.0
2022-02-03 03:00:00+07:00,33.39,100.0
2022-02-03 04:00:00+07:00,32.25,100.0
2022-02-03 05:00:00+07:00,33.54,100.0
2022-02-03 06:00:00+07:00,34.14,100.0
2022-02-03 07:00:00+07:00,35.37,100.0
2022-02-03 08:00:00+07:00,33.76,100.0
2022-02-03 09:00:00+07:00,31.09,100.0
2022-02-03 10:00:00+07:00,33.59,100.0
2022-02-03 11:00:00+07:00,33.79,100.0
2022-02-03 12:00:00+07:00,30.22,100.0
2022-02-03 13:00:00+07:00,31.5,100.0
2022-02-03 14:00:00+07:00,32.11,100.0
2022-02-03 15:00:00+07:00,34.63,100.0
2022-02-03 16:00:00+07:00,32.19,100.0
2022-02-03 17:00:00+07:00,31.97,100.0
2022-02-03 18:00:00+07:00,33.49,100.0
2022-02-03 19:00:00+07:00,34.43,100.0
2022-02-03 20:00:00+07:00,35.35,100.0
2022-02-03 21:00:00+07:00,33.2,100.0
2022-02-03 22:00:00+07:00,30.94,100.0
2022-02-05 03:00:00+07:00,32.32,100.0
2022-02-05 04:00:00+07:00,33.67,100.0
2022-02-05 06:00:00+07:00,32.17,100.0
2022-02-05 07:00:00+07:00,32.92,100.0
2022-02-05 08:00:00+07:00,33.86,100.0
2022-02-05 10:00:00+07:00,32.35,100.0
2022-02-05 11:00:00+07:00,34.0,100.0
2022-02-05 12:00:00+07:00,30.68,100.0
2022-02-05 13:00:00+07:00,34.19,100.0
2022-02-05 14:00:00+07:00,31.88,100.0
2022-02-05 15:00:00+07:00,28.72,100.0
2022-02-05 16:00:00+07:00,30.59,100.0
2022-02-05 17:00:00+07:00,30.34,100.0
2022-02-05 18:00:00+07:00,31.89,100.0
2022-02-05 19:00:00+07:00,30.47,100.0
2022-02-05 20:00:00+07:00,33.36,100.0
2022-02-05 21:00:00+07:00,31.08,100.0
2022-02-05 22:00:00+07:00,33.66,100.0
2022-02-05 23:00:00+07:00,35.51,100.0
2022-02-06 00:00:00+07:00,33.35,100.0
2022-02-06 01:00:00+07:00,31.61,100.0
2022-02-06 02:00:00+07:00,33.0,100.0
2022-02-06 03:00:00+07:00,32.11,100.0
2022-02-06 04:00:00+07:00,33.28,100.0
2022-02-06 05:00:00+07:00,31.8,100.0
2022-02-06 06:00:00+07:00,31.9,100.0
2022-02-06 07:00:00+07:00,31.55,100.0
2022-02-06 08:00:00+07:00,35.38,100.0
2022-02-06 09:00:00+07:00,33.07,100.0
2022-02-06 10:00:00+07:00,35.07,100.0
2022-02-06 11:00:00+07:00,34.19,100.0
2022-02-06 12:00:00+07:00,30.29,100.0
2022-02-06 13:00:00+07:00,33.89,100.0
2022-02-06 14:00:00+07:00,32.74,100.0
2022-02-06 15:00:00+07:00,32.63,100.0
2022-02-06 16:00:00+07:00,36.7,100.0
2022-02-06 17:00:00+07:00,35.74,100.0
2022-02-06 18:00:00+07:00,32.23,100.0
2022-02-06 19:00:00+07:00,31.08,100.0
2022-02-06 20:00:00+07:00,30.99,100.0
2022-02-06 21:00:00+07:00,32.03,100.0
2022-02-06 22:00:00+07:00,33.78,100.0
2022-02-06 23:00:00+07:00,32.9,100.0
2022-02-07 00:00:00+07:00,29.86,100.0
2022-02-07 01:00:00+07:00,32.32,100.0
2022-02-07 02:00:00+07:00,32.64,100.0
2022-02-07 03:00:00+07:00,31.98,100.0
2022-02-07 04:00:00+07:00,33.77,100.0
2022-02-07 05:00:00+07:00,33.4,100.0
2022-02-07 06:00:00+07:00,29.29,100.0
2022-02-07 07:00:00+07:00,31.71,100.0
2022-02-07 08:00:00+07:00,33.96,100.0
2022-02-07 09:00:00+07:00,35.65,100.0
2022-02-07 11:00:00+07:00,32.59,100.0
2022-02-07 12:00:00+07:00,32.83,100.0
2022-02-07 13:00:00+07:00,32.22,100.0
2022-02-07 14:00:00+07:00,34.58,100.0
2022-02-07 15:00:00+07:00,33.1,100.0
2022-02-07 16:00:00+07:00,25.75,100.0
2022-02-07 17:00:00+07:00,34.02,100.0
2022-02-07 18:00:00+07:00,31.46,100.0
2022-02-07 19:00:00+07:00,35.77,100.0
2022-02-07 20:00:00+07:00,33.54,100.0
2022-02-07 21:00:00+07:00,31.07,100.0
2022-02-07 22:00:00+07:00,33.05,100.0
2022-02-07 23:00:00+07:00,31.26,100.0
2022-02-08 00:00:00+07:00,34.36,100.0
2022-02-08 01:00:00+07:00,30.64,100.0
2022-02-08 02:00:00+07:00,32.96,100.0
2022-02-08 03:00:00+07:00,35.15,100.0
2022-02-08 04:00:00+07:00,33.74,100.0
2022-02-08 05:00:00+07:00,32.58,100.0
2022-02-08 06:00:00+07:00,31.96,100.0
2022-02-08 07:00:00+07:00,36.73,100.0
2022-02-08 08:00:00+07:00,31.92,100.0
2022-02-08 09:00:00+07:00,28.78,100.0
2022-02-08 10:00:00+07:00,34.7,100.0
2022-02-08 11:00:00+07:00,33.83,100.0
2022-02-08 12:00:00+07:00,33.94,100.0
2022-02-08 13:00:00+07:00,33.42,100.0
2022-02-08 14:00:00+07:00,34.4,100.0
2022-02-08 15:00:00+07:00,33.04,100.0
2022-02-08 16:00:00+07:00,32.36,100.0
2022-02-08 17:00:00+07:00,31.2,100.0
2022-02-08 18:00:00+07:00,32.29,100.0
2022-02-08 19:00:00+07:00,32.87,100.0
2022-02-08 20:00:00+07:00,34.7,100.0
2022-02-09 02:00:00+07:00,32.02,100.0
2022-02-09 03:00:00+07:00,30.17,100.0
2022-02-09 05:00:00+07:00,33.77,100.0
2022-02-09 06:00:00+07:00,35.57,100.0
2022-02-09 07:00:00+07:00,32.76,100.0
2022-02-09 08:00:00+07:00,31.34,100.0
2022-02-09 09:00:00+07:00,32.37,100.0
2022-02-09 10:00:00+07:00,36.61,100.0
2022-02-09 11:00:00+07:00,33.05,100.0
2022-02-09 12:00:00+07:00,36.09,100.0
2022-02-09 13:00:00+07:00,31.46,100.0
2022-02-09 15:00:00+07:00,31.88,100.0
2022-02-09 17:00:00+07:00,30.27,100.0
2022-02-09 18:00:00+07:00,33.72,100.0
2022-02-09 19:00:00+07:00,35.53,100.0
2022-02-09 21:00:00+07:00,33.17,100.0
2022-02-09 22:00:00+07:00,33.61,100.0
2022-02-09 23:00:00+07:00,34.08,100.0
2022-02-10 00:00:00+07:00,32.44,100.0
2022-02-10 01:00:00+07:00,32.28,100.0
2022-02-10 02:00:00+07:00,34.5,100.0
2022-02-10 03:00:00+07:00,34.53,100.0
2022-02-10 04:00:00+07:00,34.11,100.0
2022-02-10 05:00:00+07:00,31.9,100.0
2022-02-10 06:00:00+07:00,33.79,100.0
2022-02-10 07:00:00+07:00,35.74,100.0
2022-02-10 09:00:00+07:00,31.42,100.0
2022-02-10 10:00:00+07:00,31.44,100.0
2022-02-10 11:00:00+07:00,31.8,100.0
2022-02-10 12:00:00+07:00,34.08,100.0
2022-02-10 13:00:00+07:00,28.99,100.0
2022-02-10 14:00:00+07:00,33.63,100.0
2022-02-10 15:00:00+07:00,36.43,100.0
2022-02-10 16:00:00+07:00,32.39,100.0
2022-02-11 02:00:00+07:00,33.17,100.0
2022-02-11 03:00:00+07:00,31.17,100.0
2022-02-11 04:00:00+07:00,30.91,100.0
2022-02-11 05:00:00+07:00,34.08,100.0
2022-02-11 06:00:00+07:00,31.76,100.0
2022-02-11 07:00:00+07:00,36.17,100.0
2022-02-11 08:00:00+07:00,34.72,100.0
2022-02-11 09:00:00+07:00,34.22,100.0
2022-02-11 10:00:00+07:00,33.15,100.0
2022-02-11 11:00:00+07:00,34.63,100.0
2022-02-11 12:00:00+07:00,33.86,100.0
2022-02-11 13:00:00+07:00,31.11,100.0
2022-02-11 14:00:00+07:00,34.08,100.0
2022-02-11 15:00:00+07:00,32.18,100.0
2022-02-11 17:00:00+07:00,33.12,100.0
2022-02-11 18:00:00+07:00,31.17,100.0
2022-02-11 19:00:00+07:00,31.75,100.0
2022-02-11 20:00:00+07:00,34.16,100.0
2022-02-11 21:00:00+07:00,32.97,100.0
2022-02-11 22:00:00+07:00,34.25,100.0
2022-02-11 23:00:00+07:00,31.58,100.0
2022-02-12 00:00:00+07:00,33.12,100.0
2022-02-12 01:00:00+07:00,30.59,100.0
2022-02-12 02:00:00+07:00,31.12,100.0
2022-02-12 03:00:00+07:00,32.92,100.0
2022-02-12 04:00:00+07:00,33.55,100.0
2022-02-12 05:00:00+07:00,30.37,100.0
2022-02-12 06:00:00+07:00,30.1,100.0
2022-02-12 07:00:00+07:00,35.8,100.0
2022-02-12 08:00:00+07:00,33.43,100.0
2022-02-12 09:00:00+07:00,32.76,100.0
2022-02-12 10:00:00+07:00,33.99,100.0
2022-02-12 11:00:00+07:00,30.06,100.0
2022-02-12 12:00:00+07:00,30.8,100.0
2022-02-12 14:00:00+07:00,33.08,100.0
2022-02-12 15:00:00+07:00,34.09,100.0
2022-02-12 16:00:00+07:00,31.78,100.0
2022-02-12 17:00:00+07:00,33.49,100.0
2022-02-12 18:00:00+07:00,33.62,100.0
2022-02-12 19:00:00+07:00,34.4,100.0
2022-02-12 20:00:00+07:00,32.97,100.0
2022-02-12 21:00:00+07:00,32.69,100.0
2022-02-12 22:00:00+07:00,31.64,100.0
2022-02-12 23:00:00+07:00,31.74,100.0
2022-02-13 00:00:00+07:00,34.36,100.0
2022-02-13 01:00:00+07:00,34.45,100.0
2022-02-13 02:00:00+07:00,33.07,100.0
2022-02-13 03:00:00+07:00,31.63,100.0
2022-02-13 04:00:00+07:00,35.31,100.0
2022-02-13 05:00:00+07:00,31.59,100.0
2022-02-13 06:00:00+07:00,31.63,100.0
2022-02-13 07:00:00+07:00,32.46,100.0
2022-02-13 08:00:00+07:00,30.95,100.0
2022-02-13 10:00:00+07:00,32.04,100.0
2022-02-13 11:00:00+07:00,30.4,100.0
2022-02-13 12:00:00+07:00,32.75,100.0
2022-02-13 13:00:00+07:00,35.65,100.0
2022-02-13 14:00:00+07:00,34.35,100.0
2022-02-13 15:00:00+07:00,28.71,100.0
2022-02-13 16:00:00+07:00,32.3,100.0
2022-02-13 17:00:00+07:00,33.77,100.0
2022-02-13 18:00:00+07:00,30.24,100.0
2022-02-13 19:00:00+07:00,31.35,100.0
2022-02-13 20:00:00+07:00,34.75,100.0
2022-02-13 21:00:00+07:00,31.33,100.0
2022-02-13 22:00:00+07:00,29.28,100.0
2022-02-13 23:00:00+07:00,34.05,100.0
2022-02-14 00:00:00+07:00,34.3,100.0
2022-02-14 01:00:00+07:00,31.81,100.0
2022-02-14 02:00:00+07:00,30.9,100.0
2022-02-14 03:00:00+07:00,29.91,100.0
2022-02-14 04:00:00+07:00,30.49,100.0
2022-02-14 05:00:00+07:00,29.1,100.0
2022-02-14 06:00:00+07:00,31.61,100.0
2022-02-14 07:00:00+07:00,34.4,100.0
2022-02-14 08:00:00+07:00,37.0,100.0
2022-02-14 09:00:00+07:00,32.18,100.0
2022-02-14 10:00:00+07:00,33.2,100.0
2022-02-14 11:00:00+07:00,30.77,100.0
2022-02-14 12:00:00+07:00,32.68,100.0
