TimeStamp,NYA_DCS_G6710A_TotalKW,AVG_ALL_CYLINDER,PREDICTED,RESIDUAL,HEALTH
2022-02-06 11:00:00+07:00,950.79,983.74,955.14,28.6,98.04
2022-02-06 12:00:00+07:00,947.65,983.96,955.14,28.82,97.96
2022-02-06 13:00:00+07:00,949.07,985.81,955.14,30.67,97.17
2022-02-06 14:00:00+07:00,951.88,985.32,955.14,30.18,97.4
2022-02-06 15:00:00+07:00,952.36,986.51,955.14,31.37,96.79
2022-02-06 16:00:00+07:00,950.25,985.03,955.14,29.89,97.53
2022-02-06 17:00:00+07:00,947.48,980.13,955.14,24.99,98.98
2022-02-06 18:00:00+07:00,949.22,980.07,955.14,24.93,98.99
2022-02-06 19:00:00+07:00,950.22,980.79,955.14,25.65,98.85
2022-02-06 20:00:00+07:00,951.04,978.07,955.14,22.93,99.3
2022-02-06 21:00:00+07:00,951.41,975.05,955.14,19.91,99.59
2022-02-06 22:00:00+07:00,949.62,971.28,955.14,16.14,99.8
2022-02-06 23:00:00+07:00,949.12,971.34,955.14,16.2,99.79
2022-02-07 00:00:00+07:00,946.93,965.58,955.14,10.44,99.93
2022-02-07 01:00:00+07:00,950.42,967.2,955.14,12.06,99.9
2022-02-07 02:00:00+07:00,946.27,967.13,955.14,11.99,99.9
2022-02-07 03:00:00+07:00,948.64,972.0,955.14,16.86,99.77
2022-02-07 04:00:00+07:00,946.82,974.73,955.14,19.59,99.62
2022-02-07 05:00:00+07:00,948.21,975.17,955.14,20.03,99.58
2022-02-07 06:00:00+07:00,950.07,976.73,955.14,21.59,99.45
2022-02-07 07:00:00+07:00,951.12,981.2,955.14,26.06,98.76
2022-02-07 08:00:00+07:00,637.86,857.42,876.52,19.1,99.65
2022-02-07 09:00:00+07:00,795.08,933.57,937.46,3.89,99.98
2022-02-07 11:00:00+07:00,638.41,861.27,876.52,15.25,99.83
2022-02-07 12:00:00+07:00,637.66,866.96,876.52,9.56,99.94
2022-02-07 13:00:00+07:00,637.47,872.17,876.52,4.35,99.98
2022-02-07 14:00:00+07:00,637.81,875.35,876.52,1.17,99.99
2022-02-07 15:00:00+07:00,639.29,875.83,876.52,0.69,99.99
2022-02-07 16:00:00+07:00,638.13,876.93,876.52,0.41,99.99
2022-02-07 17:00:00+07:00,638.58,876.44,876.52,0.08,99.99
2022-02-07 18:00:00+07:00,638.61,874.46,876.52,2.06,99.98
2022-02-07 19:00:00+07:00,637.95,875.01,876.52,1.51,99.99
2022-02-07 20:00:00+07:00,639.47,874.65,876.52,1.87,99.98
2022-02-07 21:00:00+07:00,638.64,874.56,876.52,1.96,99.98
2022-02-07 22:00:00+07:00,639.17,873.15,876.52,3.37,99.98
2022-02-07 23:00:00+07:00,639.64,869.69,876.52,6.83,99.96
2022-02-08 00:00:00+07:00,638.43,869.15,876.52,7.37,99.96
2022-02-08 01:00:00+07:00,640.39,869.18,876.52,7.34,99.96
2022-02-08 02:00:00+07:00,642.59,867.6,876.52,8.92,99.95
2022-02-08 03:00:00+07:00,641.27,864.77,876.52,11.75,99.91
2022-02-08 04:00:00+07:00,639.52,864.83,876.52,11.69,99.91
2022-02-08 05:00:00+07:00,641.59,867.7,876.52,8.82,99.95
2022-02-08 06:00:00+07:00,640.38,866.96,876.52,9.56,99.94
2022-02-08 07:00:00+07:00,639.16,863.62,876.52,12.9,99.89
2022-02-08 08:00:00+07:00,642.58,871.65,876.52,4.87,99.97
2022-02-08 09:00:00+07:00,646.38,875.88,878.6,2.72,99.98
2022-02-08 10:00:00+07:00,650.04,880.21,878.6,1.61,99.99
2022-02-08 11:00:00+07:00,650.94,882.1,878.6,3.5,99.98
2022-02-08 12:00:00+07:00,653.13,884.53,878.6,5.93,99.97
2022-02-08 13:00:00+07:00,654.99,885.59,878.6,6.99,99.96
2022-02-08 14:00:00+07:00,656.74,885.84,877.81,8.03,99.95
2022-02-08 15:00:00+07:00,657.36,888.53,877.81,10.72,99.92
2022-02-08 16:00:00+07:00,659.08,888.94,877.81,11.13,99.92
2022-02-08 17:00:00+07:00,658.81,888.11,877.81,10.3,99.93
2022-02-08 18:00:00+07:00,660.16,886.67,877.81,8.86,99.95
2022-02-08 19:00:00+07:00,659.62,887.1,877.81,9.29,99.94
2022-02-08 20:00:00+07:00,662.29,886.56,877.81,8.75,99.95
2022-02-09 02:00:00+07:00,660.17,884.45,877.81,6.64,99.96
2022-02-09 03:00:00+07:00,659.05,885.74,877.81,7.93,99.95
2022-02-09 05:00:00+07:00,659.98,886.76,877.81,8.95,99.95
2022-02-09 06:00:00+07:00,658.43,886.22,877.81,8.41,99.95
2022-02-09 07:00:00+07:00,661.03,886.85,877.81,9.04,99.94
2022-02-09 08:00:00+07:00,659.7,886.68,877.81,8.87,99.95
2022-02-09 09:00:00+07:00,661.8,887.5,877.81,9.69,99.94
2022-02-09 10:00:00+07:00,660.53,889.31,877.81,11.5,99.91
2022-02-09 11:00:00+07:00,663.66,890.53,877.81,12.72,99.89
2022-02-09 12:00:00+07:00,661.15,889.9,877.81,12.09,99.9
2022-02-09 13:00:00+07:00,659.53,888.71,877.81,10.9,99.92
2022-02-09 15:00:00+07:00,658.4,887.97,877.81,10.16,99.93
2022-02-09 17:00:00+07:00,659.74,888.03,877.81,10.22,99.93
2022-02-09 18:00:00+07:00,658.66,886.51,877.81,8.7,99.95
2022-02-09 19:00:00+07:00,658.47,885.34,877.81,7.53,99.96
2022-02-09 21:00:00+07:00,659.67,883.78,877.81,5.97,99.97
2022-02-09 22:00:00+07:00,657.52,881.79,877.81,3.98,99.98
2022-02-09 23:00:00+07:00,657.83,880.67,877.81,2.86,99.98
2022-02-10 00:00:00+07:00,657.38,880.34,877.81,2.53,99.98
2022-02-10 01:00:00+07:00,658.84,881.13,877.81,3.32,99.98
2022-02-10 02:00:00+07:00,657.97,880.48,877.81,2.67,99.98
2022-02-10 03:00:00+07:00,657.14,880.9,877.81,3.09,99.98
2022-02-10 04:00:00+07:00,658.66,882.64,877.81,4.83,99.97
2022-02-10 05:00:00+07:00,658.71,882.82,877.81,5.01,99.97
2022-02-10 06:00:00+07:00,657.9,883.27,877.81,5.46,99.97
2022-02-10 07:00:00+07:00,658.31,882.83,877.81,5.02,99.97
2022-02-10 09:00:00+07:00,659.91,886.66,877.81,8.85,99.95
2022-02-10 10:00:00+07:00,657.97,886.55,877.81,8.74,99.95
2022-02-10 11:00:00+07:00,658.24,886.27,877.81,8.46,99.95
2022-02-10 12:00:00+07:00,658.81,885.26,877.81,7.45,99.96
2022-02-10 13:00:00+07:00,658.43,886.77,877.81,8.96,99.94
2022-02-10 14:00:00+07:00,658.97,884.61,877.81,6.8,99.96
2022-02-10 15:00:00+07:00,658.64,883.82,877.81,6.01,99.97
2022-02-10 16:00:00+07:00,659.82,882.47,877.81,4.66,99.97
2022-02-11 02:00:00+07:00,704.84,903.01,899.57,3.44,99.98
2022-02-11 03:00:00+07:00,707.02,903.47,899.57,3.9,99.98
2022-02-11 04:00:00+07:00,706.06,902.04,899.57,2.47,99.98
2022-02-11 05:00:00+07:00,704.58,902.2,899.57,2.63,99.98
2022-02-11 06:00:00+07:00,703.57,901.0,891.05,9.95,99.93
2022-02-11 07:00:00+07:00,703.79,902.05,899.57,2.48,99.98
2022-02-11 08:00:00+07:00,704.24,902.25,899.57,2.68,99.98
2022-02-11 09:00:00+07:00,703.68,902.05,891.05,11.0,99.92
2022-02-11 10:00:00+07:00,704.73,902.29,899.57,2.72,99.98
2022-02-11 11:00:00+07:00,699.22,901.74,891.05,10.69,99.92
2022-02-11 12:00:00+07:00,702.45,902.7,891.05,11.65,99.91
2022-02-11 13:00:00+07:00,702.02,903.37,891.05,12.32,99.9
2022-02-11 14:00:00+07:00,701.03,903.56,891.05,12.51,99.89
2022-02-11 15:00:00+07:00,700.77,903.09,891.05,12.04,99.9
2022-02-11 17:00:00+07:00,702.25,903.42,891.05,12.37,99.9
2022-02-11 18:00:00+07:00,701.67,900.17,891.05,9.12,99.94
2022-02-11 19:00:00+07:00,701.54,899.23,891.05,8.18,99.95
2022-02-11 20:00:00+07:00,703.02,899.52,891.05,8.47,99.95
2022-02-11 21:00:00+07:00,699.82,897.99,891.05,6.94,99.96
2022-02-11 22:00:00+07:00,699.75,898.12,891.05,7.07,99.96
2022-02-11 23:00:00+07:00,700.52,898.48,891.05,7.43,99.96
2022-02-12 00:00:00+07:00,700.46,897.42,891.05,6.37,99.97
2022-02-12 01:00:00+07:00,699.98,897.51,891.05,6.46,99.97
2022-02-12 02:00:00+07:00,699.97,897.43,891.05,6.38,99.97
2022-02-12 03:00:00+07:00,700.5,898.47,891.05,7.42,99.96
2022-02-12 04:00:00+07:00,702.19,899.38,891.05,8.33,99.95
2022-02-12 05:00:00+07:00,703.79,899.34,899.57,0.23,99.99
2022-02-12 06:00:00+07:00,703.19,898.83,891.05,7.78,99.96
2022-02-12 07:00:00+07:00,701.39,899.21,891.05,8.16,99.95
2022-02-12 08:00:00+07:00,702.54,900.34,891.05,9.29,99.94
2022-02-12 09:00:00+07:00,702.17,901.21,891.05,10.16,99.93
2022-02-12 10:00:00+07:00,702.42,902.36,891.05,11.31,99.92
2022-02-12 11:00:00+07:00,702.61,903.64,891.05,12.59,99.89
2022-02-12 12:00:00+07:00,702.38,900.56,891.05,9.51,99.94
2022-02-12 14:00:00+07:00,689.08,892.87,884.59,8.28,99.95
2022-02-12 15:00:00+07:00,675.26,887.71,882.04,5.67,99.97
2022-02-12 16:00:00+07:00,692.31,895.04,891.05,3.99,99.98
2022-02-12 17:00:00+07:00,702.63,899.25,891.05,8.2,99.95
2022-02-12 18:00:00+07:00,702.34,901.08,891.05,10.03,99.93
2022-02-12 19:00:00+07:00,702.61,901.35,891.05,10.3,99.93
2022-02-12 20:00:00+07:00,702.92,900.1,891.05,9.05,99.94
2022-02-12 21:00:00+07:00,703.9,900.31,899.57,0.74,99.99
2022-02-12 22:00:00+07:00,704.91,901.87,899.57,2.3,99.98
2022-02-12 23:00:00+07:00,704.83,902.37,899.57,2.8,99.98
2022-02-13 00:00:00+07:00,704.15,902.64,899.57,3.07,99.98
2022-02-13 01:00:00+07:00,705.42,903.15,899.57,3.58,99.98
2022-02-13 02:00:00+07:00,704.88,900.61,899.57,1.04,99.99
2022-02-13 03:00:00+07:00,704.36,900.37,899.57,0.8,99.99
2022-02-13 04:00:00+07:00,706.45,901.04,899.57,1.47,99.99
2022-02-13 05:00:00+07:00,705.71,900.95,899.57,1.38,99.99
2022-02-13 06:00:00+07:00,706.63,901.89,899.57,2.32,99.98
2022-02-13 07:00:00+07:00,707.13,904.07,899.57,4.5,99.98
2022-02-13 08:00:00+07:00,708.67,904.88,899.57,5.31,99.97
2022-02-13 10:00:00+07:00,709.03,907.28,899.57,7.71,99.96
2022-02-13 11:00:00+07:00,708.65,907.32,899.57,7.75,99.96
2022-02-13 12:00:00+07:00,706.63,907.37,899.57,7.8,99.96
2022-02-13 13:00:00+07:00,706.28,906.99,899.57,7.42,99.96
2022-02-13 14:00:00+07:00,705.77,908.98,899.57,9.41,99.94
2022-02-13 15:00:00+07:00,705.36,909.88,899.57,10.31,99.93
2022-02-13 16:00:00+07:00,706.41,908.47,899.57,8.9,99.95
2022-02-13 17:00:00+07:00,705.65,908.03,899.57,8.46,99.95
2022-02-13 18:00:00+07:00,706.65,906.84,899.57,7.27,99.96
2022-02-13 19:00:00+07:00,706.14,906.65,899.57,7.08,99.96
2022-02-13 20:00:00+07:00,706.12,905.78,899.57,6.21,99.97
2022-02-13 21:00:00+07:00,706.55,905.61,899.57,6.04,99.97
2022-02-13 22:00:00+07:00,705.67,904.39,899.57,4.82,99.97
2022-02-13 23:00:00+07:00,708.14,905.37,899.57,5.8,99.97
2022-02-14 00:00:00+07:00,709.44,904.81,899.57,5.24,99.97
2022-02-14 01:00:00+07:00,706.9,904.75,899.57,5.18,99.97
2022-02-14 02:00:00+07:00,706.79,904.81,899.57,5.24,99.97
2022-02-14 03:00:00+07:00,707.46,904.05,899.57,4.48,99.98
2022-02-14 04:00:00+07:00,708.0,902.82,899.57,3.25,99.98
2022-02-14 05:00:00+07:00,708.74,903.95,899.57,4.38,99.98
2022-02-14 06:00:00+07:00,708.22,903.8,899.57,4.23,99.98
2022-02-14 07:00:00+07:00,708.62,905.55,899.57,5.98,99.97
2022-02-14 08:00:00+07:00,706.0,905.37,899.57,5.8,99.97
2022-02-14 09:00:00+07:00,693.36,899.11,891.05,8.06,99.95
2022-02-14 10:00:00+07:00,692.52,899.33,891.05,8.28,99.95
2022-02-14 11:00:00+07:00,691.88,900.66,891.05,9.61,99.94
2022-02-14 12:00:00+07:00,691.25,900.72,891.05,9.67,99.94
