TimeStamp,NYA_DCS_G6710A_Rear_Bear_Temp,HEALTH
2022-01-29 21:00:00+07:00,87.8,100.0
2022-01-29 22:00:00+07:00,87.77,100.0
2022-01-29 23:00:00+07:00,87.16,100.0
2022-01-30 00:00:00+07:00,86.23,100.0
2022-01-30 01:00:00+07:00,86.0,100.0
2022-01-30 02:00:00+07:00,85.06,100.0
2022-01-30 03:00:00+07:00,82.64,100.0
2022-01-30 04:00:00+07:00,82.38,100.0
2022-01-30 05:00:00+07:00,82.39,100.0
2022-01-30 06:00:00+07:00,82.28,100.0
2022-01-30 07:00:00+07:00,82.24,100.0
2022-01-30 08:00:00+07:00,82.64,100.0
2022-01-30 09:00:00+07:00,83.74,100.0
2022-01-30 10:00:00+07:00,84.58,100.0
2022-01-30 11:00:00+07:00,85.98,100.0
2022-01-30 12:00:00+07:00,86.45,100.0
2022-01-30 13:00:00+07:00,86.0,100.0
2022-01-30 14:00:00+07:00,86.12,100.0
2022-01-30 15:00:00+07:00,86.56,100.0
2022-01-30 16:00:00+07:00,87.83,100.0
2022-01-30 17:00:00+07:00,88.49,100.0
2022-01-30 18:00:00+07:00,89.09,100.0
2022-01-30 19:00:00+07:00,88.51,100.0
2022-01-30 20:00:00+07:00,88.52,100.0
2022-01-30 21:00:00+07:00,88.58,100.0
2022-01-30 22:00:00+07:00,88.39,100.0
2022-01-30 23:00:00+07:00,87.84,100.0
2022-01-31 00:00:00+07:00,87.8,100.0
2022-01-31 01:00:00+07:00,87.2,100.0
2022-01-31 02:00:00+07:00,86.15,100.0
2022-01-31 03:00:00+07:00,85.82,100.0
2022-01-31 04:00:00+07:00,84.68,100.0
2022-01-31 05:00:00+07:00,84.2,100.0
2022-01-31 06:00:00+07:00,85.67,100.0
2022-01-31 07:00:00+07:00,86.0,100.0
2022-01-31 08:00:00+07:00,86.91,100.0
2022-01-31 09:00:00+07:00,87.75,100.0
2022-01-31 10:00:00+07:00,87.8,100.0
2022-01-31 11:00:00+07:00,88.35,100.0
2022-01-31 12:00:00+07:00,88.95,100.0
2022-01-31 14:00:00+07:00,89.49,100.0
2022-01-31 16:00:00+07:00,89.56,100.0
2022-01-31 17:00:00+07:00,89.6,100.0
2022-01-31 18:00:00+07:00,89.55,100.0
2022-01-31 19:00:00+07:00,88.73,100.0
2022-01-31 20:00:00+07:00,87.91,100.0
2022-01-31 21:00:00+07:00,87.8,100.0
2022-01-31 22:00:00+07:00,87.8,100.0
2022-01-31 23:00:00+07:00,87.8,100.0
2022-02-01 00:00:00+07:00,87.8,100.0
2022-02-01 01:00:00+07:00,87.8,100.0
2022-02-01 02:00:00+07:00,87.8,100.0
2022-02-01 03:00:00+07:00,87.8,100.0
2022-02-01 04:00:00+07:00,87.8,100.0
2022-02-01 05:00:00+07:00,87.72,100.0
2022-02-01 06:00:00+07:00,87.78,100.0
2022-02-01 07:00:00+07:00,87.8,100.0
2022-02-01 08:00:00+07:00,87.8,100.0
2022-02-01 09:00:00+07:00,89.26,100.0
2022-02-01 10:00:00+07:00,89.6,100.0
2022-02-01 11:00:00+07:00,89.62,100.0
2022-02-01 12:00:00+07:00,90.95,100.0
2022-02-01 13:00:00+07:00,91.36,100.0
2022-02-01 14:00:00+07:00,91.4,100.0
2022-02-01 15:00:00+07:00,91.1,100.0
2022-02-01 16:00:00+07:00,89.6,100.0
2022-02-01 17:00:00+07:00,89.41,100.0
2022-02-01 18:00:00+07:00,89.6,100.0
2022-02-01 19:00:00+07:00,89.6,100.0
2022-02-01 20:00:00+07:00,89.6,100.0
2022-02-01 21:00:00+07:00,89.6,100.0
2022-02-01 22:00:00+07:00,89.56,100.0
2022-02-01 23:00:00+07:00,89.51,100.0
2022-02-02 00:00:00+07:00,88.34,100.0
2022-02-02 01:00:00+07:00,87.8,100.0
2022-02-02 02:00:00+07:00,87.8,100.0
2022-02-02 03:00:00+07:00,87.8,100.0
2022-02-02 04:00:00+07:00,87.8,100.0
2022-02-02 05:00:00+07:00,87.8,100.0
2022-02-02 06:00:00+07:00,87.8,100.0
2022-02-02 07:00:00+07:00,85.93,100.0
2022-02-02 08:00:00+07:00,81.12,100.0
2022-02-02 09:00:00+07:00,81.57,100.0
2022-02-02 10:00:00+07:00,83.79,100.0
2022-02-02 11:00:00+07:00,84.2,100.0
2022-02-02 12:00:00+07:00,84.2,100.0
2022-02-02 13:00:00+07:00,84.2,100.0
2022-02-02 14:00:00+07:00,84.54,100.0
2022-02-02 15:00:00+07:00,81.09,100.0
2022-02-02 16:00:00+07:00,80.57,100.0
2022-02-02 17:00:00+07:00,80.3,100.0
2022-02-02 18:00:00+07:00,83.21,100.0
2022-02-02 19:00:00+07:00,84.65,100.0
2022-02-02 20:00:00+07:00,85.88,100.0
2022-02-02 21:00:00+07:00,86.28,100.0
2022-02-02 22:00:00+07:00,87.45,100.0
2022-02-02 23:00:00+07:00,87.8,100.0
2022-02-03 00:00:00+07:00,88.36,100.0
2022-02-03 01:00:00+07:00,89.21,100.0
2022-02-03 02:00:00+07:00,88.82,100.0
2022-02-03 03:00:00+07:00,88.91,100.0
2022-02-03 04:00:00+07:00,89.23,100.0
2022-02-03 05:00:00+07:00,89.38,100.0
2022-02-03 06:00:00+07:00,89.33,100.0
2022-02-03 07:00:00+07:00,88.94,100.0
2022-02-03 08:00:00+07:00,89.53,100.0
2022-02-03 09:00:00+07:00,90.02,100.0
2022-02-03 10:00:00+07:00,91.36,100.0
2022-02-03 11:00:00+07:00,91.4,100.0
2022-02-03 12:00:00+07:00,91.4,100.0
2022-02-03 13:00:00+07:00,91.54,100.0
2022-02-03 14:00:00+07:00,92.68,100.0
2022-02-03 15:00:00+07:00,93.2,100.0
2022-02-03 16:00:00+07:00,93.2,100.0
2022-02-03 17:00:00+07:00,92.59,100.0
2022-02-03 18:00:00+07:00,91.4,100.0
2022-02-03 19:00:00+07:00,90.65,100.0
2022-02-03 20:00:00+07:00,89.79,100.0
2022-02-03 21:00:00+07:00,89.6,100.0
2022-02-03 22:00:00+07:00,89.59,100.0
2022-02-05 03:00:00+07:00,89.64,100.0
2022-02-05 04:00:00+07:00,89.6,100.0
2022-02-05 06:00:00+07:00,89.6,100.0
2022-02-05 07:00:00+07:00,89.6,100.0
2022-02-05 08:00:00+07:00,89.6,100.0
2022-02-05 10:00:00+07:00,91.4,100.0
2022-02-05 11:00:00+07:00,91.4,100.0
2022-02-05 12:00:00+07:00,92.0,100.0
2022-02-05 13:00:00+07:00,92.26,100.0
2022-02-05 14:00:00+07:00,92.52,100.0
2022-02-05 15:00:00+07:00,93.2,100.0
2022-02-05 16:00:00+07:00,93.16,100.0
2022-02-05 17:00:00+07:00,92.53,100.0
2022-02-05 18:00:00+07:00,91.4,100.0
2022-02-05 19:00:00+07:00,91.38,100.0
2022-02-05 20:00:00+07:00,90.79,100.0
2022-02-05 21:00:00+07:00,90.71,100.0
2022-02-05 22:00:00+07:00,90.86,100.0
2022-02-05 23:00:00+07:00,90.59,100.0
2022-02-06 00:00:00+07:00,89.6,100.0
2022-02-06 01:00:00+07:00,89.6,100.0
2022-02-06 02:00:00+07:00,89.6,100.0
2022-02-06 03:00:00+07:00,89.57,100.0
2022-02-06 04:00:00+07:00,89.24,100.0
2022-02-06 05:00:00+07:00,88.85,100.0
2022-02-06 06:00:00+07:00,87.87,100.0
2022-02-06 07:00:00+07:00,87.98,100.0
2022-02-06 08:00:00+07:00,89.42,100.0
2022-02-06 09:00:00+07:00,89.85,100.0
2022-02-06 10:00:00+07:00,91.23,100.0
2022-02-06 11:00:00+07:00,91.84,100.0
2022-02-06 12:00:00+07:00,92.25,100.0
2022-02-06 13:00:00+07:00,92.77,100.0
2022-02-06 14:00:00+07:00,92.9,100.0
2022-02-06 15:00:00+07:00,92.87,100.0
2022-02-06 16:00:00+07:00,92.92,100.0
2022-02-06 17:00:00+07:00,89.72,100.0
2022-02-06 18:00:00+07:00,89.6,100.0
2022-02-06 19:00:00+07:00,89.6,100.0
2022-02-06 20:00:00+07:00,88.68,100.0
2022-02-06 21:00:00+07:00,86.71,100.0
2022-02-06 22:00:00+07:00,85.37,100.0
2022-02-06 23:00:00+07:00,82.77,100.0
2022-02-07 00:00:00+07:00,80.87,100.0
2022-02-07 01:00:00+07:00,80.58,100.0
2022-02-07 02:00:00+07:00,80.58,100.0
2022-02-07 03:00:00+07:00,82.4,100.0
2022-02-07 04:00:00+07:00,85.46,100.0
2022-02-07 05:00:00+07:00,86.0,100.0
2022-02-07 06:00:00+07:00,86.14,100.0
2022-02-07 07:00:00+07:00,87.87,100.0
2022-02-07 08:00:00+07:00,91.25,100.0
2022-02-07 09:00:00+07:00,91.16,100.0
2022-02-07 11:00:00+07:00,84.97,100.0
2022-02-07 12:00:00+07:00,84.81,100.0
2022-02-07 13:00:00+07:00,88.95,100.0
2022-02-07 14:00:00+07:00,92.38,100.0
2022-02-07 15:00:00+07:00,93.2,100.0
2022-02-07 16:00:00+07:00,93.79,100.0
2022-02-07 17:00:00+07:00,93.2,100.0
2022-02-07 18:00:00+07:00,93.2,100.0
2022-02-07 19:00:00+07:00,93.2,100.0
2022-02-07 20:00:00+07:00,93.2,100.0
2022-02-07 21:00:00+07:00,93.2,100.0
2022-02-07 22:00:00+07:00,93.2,100.0
2022-02-07 23:00:00+07:00,92.55,100.0
2022-02-08 00:00:00+07:00,89.6,100.0
2022-02-08 01:00:00+07:00,89.65,100.0
2022-02-08 02:00:00+07:00,90.36,100.0
2022-02-08 03:00:00+07:00,84.76,100.0
2022-02-08 04:00:00+07:00,86.0,100.0
2022-02-08 05:00:00+07:00,87.21,100.0
2022-02-08 06:00:00+07:00,87.83,100.0
2022-02-08 07:00:00+07:00,87.6,100.0
2022-02-08 08:00:00+07:00,87.89,100.0
2022-02-08 09:00:00+07:00,91.31,100.0
2022-02-08 10:00:00+07:00,93.61,100.0
2022-02-08 11:00:00+07:00,95.0,100.0
2022-02-08 12:00:00+07:00,95.0,100.0
2022-02-08 13:00:00+07:00,95.34,100.0
2022-02-08 14:00:00+07:00,95.35,100.0
2022-02-08 15:00:00+07:00,96.8,100.0
2022-02-08 16:00:00+07:00,96.8,100.0
2022-02-08 17:00:00+07:00,96.8,100.0
2022-02-08 18:00:00+07:00,95.29,100.0
2022-02-08 19:00:00+07:00,95.0,100.0
2022-02-08 20:00:00+07:00,95.0,100.0
2022-02-09 02:00:00+07:00,93.2,100.0
2022-02-09 03:00:00+07:00,93.2,100.0
2022-02-09 05:00:00+07:00,94.32,100.0
2022-02-09 06:00:00+07:00,94.79,100.0
2022-02-09 07:00:00+07:00,94.76,100.0
2022-02-09 08:00:00+07:00,95.0,100.0
2022-02-09 09:00:00+07:00,95.0,100.0
2022-02-09 10:00:00+07:00,95.0,100.0
2022-02-09 11:00:00+07:00,95.07,100.0
2022-02-09 12:00:00+07:00,96.75,100.0
2022-02-09 13:00:00+07:00,96.8,100.0
2022-02-09 15:00:00+07:00,96.8,100.0
2022-02-09 17:00:00+07:00,96.8,100.0
2022-02-09 18:00:00+07:00,96.03,100.0
2022-02-09 19:00:00+07:00,95.0,100.0
2022-02-09 21:00:00+07:00,93.94,100.0
2022-02-09 22:00:00+07:00,93.2,100.0
2022-02-09 23:00:00+07:00,93.05,100.0
2022-02-10 00:00:00+07:00,91.55,100.0
2022-02-10 01:00:00+07:00,91.45,100.0
2022-02-10 02:00:00+07:00,91.4,100.0
2022-02-10 03:00:00+07:00,91.52,100.0
2022-02-10 04:00:00+07:00,93.2,100.0
2022-02-10 05:00:00+07:00,93.2,100.0
2022-02-10 06:00:00+07:00,93.2,100.0
2022-02-10 07:00:00+07:00,93.2,100.0
2022-02-10 09:00:00+07:00,95.0,100.0
2022-02-10 10:00:00+07:00,95.0,100.0
2022-02-10 11:00:00+07:00,95.05,100.0
2022-02-10 12:00:00+07:00,95.0,100.0
2022-02-10 13:00:00+07:00,95.63,100.0
2022-02-10 14:00:00+07:00,94.69,100.0
2022-02-10 15:00:00+07:00,93.14,100.0
2022-02-10 16:00:00+07:00,92.49,100.0
2022-02-11 02:00:00+07:00,89.3,100.0
2022-02-11 03:00:00+07:00,88.89,100.0
2022-02-11 04:00:00+07:00,88.61,100.0
2022-02-11 05:00:00+07:00,88.74,100.0
2022-02-11 06:00:00+07:00,88.46,100.0
2022-02-11 07:00:00+07:00,88.72,100.0
2022-02-11 08:00:00+07:00,89.6,100.0
2022-02-11 09:00:00+07:00,89.57,100.0
2022-02-11 10:00:00+07:00,89.6,100.0
2022-02-11 11:00:00+07:00,89.6,100.0
2022-02-11 12:00:00+07:00,90.31,100.0
2022-02-11 13:00:00+07:00,90.92,100.0
2022-02-11 14:00:00+07:00,91.18,100.0
2022-02-11 15:00:00+07:00,90.89,100.0
2022-02-11 17:00:00+07:00,90.37,100.0
2022-02-11 18:00:00+07:00,89.4,100.0
2022-02-11 19:00:00+07:00,88.54,100.0
2022-02-11 20:00:00+07:00,87.8,100.0
2022-02-11 21:00:00+07:00,87.8,100.0
2022-02-11 22:00:00+07:00,87.8,100.0
2022-02-11 23:00:00+07:00,87.82,100.0
2022-02-12 00:00:00+07:00,87.8,100.0
2022-02-12 01:00:00+07:00,87.8,100.0
2022-02-12 02:00:00+07:00,87.8,100.0
2022-02-12 03:00:00+07:00,87.79,100.0
2022-02-12 04:00:00+07:00,87.8,100.0
2022-02-12 05:00:00+07:00,87.82,100.0
2022-02-12 06:00:00+07:00,88.14,100.0
2022-02-12 07:00:00+07:00,88.51,100.0
2022-02-12 08:00:00+07:00,88.9,100.0
2022-02-12 09:00:00+07:00,89.53,100.0
2022-02-12 10:00:00+07:00,89.78,100.0
2022-02-12 11:00:00+07:00,90.9,100.0
2022-02-12 12:00:00+07:00,89.91,100.0
2022-02-12 14:00:00+07:00,87.15,100.0
2022-02-12 15:00:00+07:00,87.8,100.0
2022-02-12 16:00:00+07:00,88.02,100.0
2022-02-12 17:00:00+07:00,87.8,100.0
2022-02-12 18:00:00+07:00,88.44,100.0
2022-02-12 19:00:00+07:00,88.76,100.0
2022-02-12 20:00:00+07:00,88.32,100.0
2022-02-12 21:00:00+07:00,87.8,100.0
2022-02-12 22:00:00+07:00,87.88,100.0
2022-02-12 23:00:00+07:00,88.58,100.0
2022-02-13 00:00:00+07:00,88.83,100.0
2022-02-13 01:00:00+07:00,89.53,100.0
2022-02-13 02:00:00+07:00,89.18,100.0
2022-02-13 03:00:00+07:00,87.8,100.0
2022-02-13 04:00:00+07:00,87.73,100.0
2022-02-13 05:00:00+07:00,87.66,100.0
2022-02-13 06:00:00+07:00,87.03,100.0
2022-02-13 07:00:00+07:00,88.42,100.0
2022-02-13 08:00:00+07:00,89.6,100.0
2022-02-13 10:00:00+07:00,89.65,100.0
2022-02-13 11:00:00+07:00,89.76,100.0
2022-02-13 12:00:00+07:00,90.97,100.0
2022-02-13 13:00:00+07:00,91.24,100.0
2022-02-13 14:00:00+07:00,91.7,100.0
2022-02-13 15:00:00+07:00,91.56,100.0
2022-02-13 16:00:00+07:00,91.4,100.0
2022-02-13 17:00:00+07:00,91.4,100.0
2022-02-13 18:00:00+07:00,91.37,100.0
2022-02-13 19:00:00+07:00,90.66,100.0
2022-02-13 20:00:00+07:00,89.6,100.0
2022-02-13 21:00:00+07:00,89.6,100.0
2022-02-13 22:00:00+07:00,89.57,100.0
2022-02-13 23:00:00+07:00,89.42,100.0
2022-02-14 00:00:00+07:00,88.95,100.0
2022-02-14 01:00:00+07:00,88.23,100.0
2022-02-14 02:00:00+07:00,87.8,100.0
2022-02-14 03:00:00+07:00,87.8,100.0
2022-02-14 04:00:00+07:00,87.8,100.0
2022-02-14 05:00:00+07:00,87.8,100.0
2022-02-14 06:00:00+07:00,87.78,100.0
2022-02-14 07:00:00+07:00,87.95,100.0
2022-02-14 08:00:00+07:00,88.8,100.0
2022-02-14 09:00:00+07:00,89.3,100.0
2022-02-14 10:00:00+07:00,89.77,100.0
2022-02-14 11:00:00+07:00,90.56,100.0
2022-02-14 12:00:00+07:00,91.0,100.0
