TimeStamp,NYA_DCS_G6710A_Cylinder_5,NYA_DCS_G6710A_Intake_Manifold,CLUSTER,OVER_BY,HEALTH
2022-01-01 00:00:00+07:00,841.42,113.65,1,0.0,100.0
2022-01-01 01:00:00+07:00,844.73,116.51,1,0.0,100.0
2022-01-01 02:00:00+07:00,841.53,113.62,1,0.0,100.0
2022-01-01 03:00:00+07:00,837.54,109.73,1,0.13,98.39
2022-01-01 04:00:00+07:00,835.23,109.4,1,0.19,97.65
2022-01-01 05:00:00+07:00,835.41,109.4,1,0.19,97.65
2022-01-01 06:00:00+07:00,834.74,109.4,1,0.2,97.53
2022-01-01 07:00:00+07:00,833.74,109.47,1,0.22,97.29
2022-01-01 08:00:00+07:00,837.36,112.69,1,0.01,99.88
2022-01-01 09:00:00+07:00,839.68,116.26,1,0.0,100.0
2022-01-01 10:00:00+07:00,843.01,119.49,1,0.0,100.0
2022-01-01 11:00:00+07:00,846.85,121.61,1,0.0,100.0
2022-01-01 12:00:00+07:00,846.15,122.31,1,0.0,100.0
2022-01-01 13:00:00+07:00,849.15,122.73,1,0.0,100.0
2022-01-01 14:00:00+07:00,849.84,123.43,1,0.0,100.0
2022-01-01 15:00:00+07:00,847.81,119.61,1,0.0,100.0
2022-01-01 16:00:00+07:00,850.1,121.07,1,0.0,100.0
2022-01-01 17:00:00+07:00,846.87,117.38,1,0.0,100.0
2022-01-01 18:00:00+07:00,843.25,114.22,1,0.0,100.0
2022-01-01 19:00:00+07:00,840.99,114.57,1,0.0,100.0
2022-01-01 20:00:00+07:00,842.31,116.29,1,0.0,100.0
2022-01-01 21:00:00+07:00,843.91,118.29,1,0.0,100.0
2022-01-01 22:00:00+07:00,845.2,119.2,1,0.0,100.0
2022-01-01 23:00:00+07:00,845.37,119.55,1,0.0,100.0
2022-01-02 00:00:00+07:00,842.16,115.34,1,0.0,100.0
2022-01-02 01:00:00+07:00,841.7,115.21,1,0.0,100.0
2022-01-02 02:00:00+07:00,841.29,115.55,1,0.0,100.0
2022-01-02 03:00:00+07:00,839.69,111.96,1,0.0,100.0
2022-01-02 04:00:00+07:00,839.25,111.0,1,0.04,99.5
2022-01-02 05:00:00+07:00,842.84,110.04,1,0.03,99.63
2022-01-02 06:00:00+07:00,850.14,109.59,1,0.0,100.0
2022-01-02 07:00:00+07:00,855.87,109.55,1,0.0,100.0
2022-01-02 08:00:00+07:00,858.13,110.74,1,0.0,100.0
2022-01-02 14:00:00+07:00,870.05,125.17,1,0.0,100.0
2022-01-02 15:00:00+07:00,874.15,125.68,1,0.0,100.0
2022-01-02 16:00:00+07:00,870.92,117.99,1,0.0,100.0
2022-01-02 17:00:00+07:00,863.16,114.88,1,0.0,100.0
2022-01-02 18:00:00+07:00,861.68,112.67,1,0.0,100.0
2022-01-02 19:00:00+07:00,861.53,113.46,1,0.0,100.0
2022-01-02 20:00:00+07:00,856.22,113.07,1,0.0,100.0
2022-01-02 21:00:00+07:00,859.22,113.25,1,0.0,100.0
2022-01-02 22:00:00+07:00,858.8,113.12,1,0.0,100.0
2022-01-02 23:00:00+07:00,856.97,112.79,1,0.0,100.0
2022-01-03 00:00:00+07:00,858.4,112.41,1,0.0,100.0
2022-01-03 01:00:00+07:00,858.22,111.2,1,0.0,100.0
2022-01-03 02:00:00+07:00,856.92,109.99,1,0.0,100.0
2022-01-03 03:00:00+07:00,854.97,110.04,1,0.0,100.0
2022-01-03 04:00:00+07:00,854.52,109.97,1,0.0,100.0
2022-01-03 05:00:00+07:00,853.34,109.69,1,0.0,100.0
2022-01-03 06:00:00+07:00,854.43,110.72,1,0.0,100.0
2022-01-03 07:00:00+07:00,853.25,110.43,1,0.0,100.0
2022-01-03 08:00:00+07:00,853.71,111.2,1,0.0,100.0
2022-01-03 09:00:00+07:00,857.71,111.56,1,0.0,100.0
2022-01-03 10:00:00+07:00,858.31,114.27,1,0.0,100.0
2022-01-03 11:00:00+07:00,862.96,117.04,1,0.0,100.0
2022-01-03 12:00:00+07:00,868.54,123.8,1,0.0,100.0
2022-01-03 13:00:00+07:00,868.69,120.65,1,0.0,100.0
2022-01-03 14:00:00+07:00,873.49,125.75,1,0.0,100.0
2022-01-03 15:00:00+07:00,874.96,129.06,1,0.0,100.0
2022-01-03 16:00:00+07:00,873.29,128.81,1,0.0,100.0
2022-01-03 17:00:00+07:00,872.5,128.18,1,0.0,100.0
2022-01-03 18:00:00+07:00,869.85,125.7,1,0.0,100.0
2022-01-03 19:00:00+07:00,868.59,125.6,1,0.0,100.0
2022-01-03 20:00:00+07:00,867.61,125.6,1,0.0,100.0
2022-01-03 21:00:00+07:00,868.04,125.6,1,0.0,100.0
2022-01-03 22:00:00+07:00,868.67,125.34,1,0.0,100.0
2022-01-03 23:00:00+07:00,868.42,124.71,1,0.0,100.0
2022-01-04 00:00:00+07:00,867.12,123.89,1,0.0,100.0
2022-01-04 01:00:00+07:00,867.65,123.8,1,0.0,100.0
2022-01-04 02:00:00+07:00,868.7,124.45,1,0.0,100.0
2022-01-04 03:00:00+07:00,866.7,123.69,1,0.0,100.0
2022-01-04 04:00:00+07:00,868.14,124.68,1,0.0,100.0
2022-01-04 05:00:00+07:00,865.52,124.69,1,0.0,100.0
2022-01-04 06:00:00+07:00,864.32,123.49,1,0.0,100.0
2022-01-04 07:00:00+07:00,866.51,123.49,1,0.0,100.0
2022-01-04 08:00:00+07:00,866.98,124.15,1,0.0,100.0
2022-01-04 09:00:00+07:00,864.94,122.21,1,0.0,100.0
2022-01-04 10:00:00+07:00,851.72,109.78,1,0.0,100.0
2022-01-04 11:00:00+07:00,856.28,113.74,1,0.0,100.0
2022-01-04 12:00:00+07:00,851.72,112.11,1,0.0,100.0
2022-01-04 13:00:00+07:00,852.36,111.64,1,0.0,100.0
2022-01-04 14:00:00+07:00,855.68,114.37,1,0.0,100.0
2022-01-04 15:00:00+07:00,852.75,111.2,1,0.0,100.0
2022-01-04 16:00:00+07:00,853.5,111.73,1,0.0,100.0
2022-01-04 17:00:00+07:00,857.04,113.29,1,0.0,100.0
2022-01-04 18:00:00+07:00,858.87,115.12,1,0.0,100.0
2022-01-04 19:00:00+07:00,856.0,113.7,1,0.0,100.0
2022-01-04 20:00:00+07:00,855.03,113.81,1,0.0,100.0
2022-01-04 21:00:00+07:00,855.83,114.99,1,0.0,100.0
2022-01-04 22:00:00+07:00,861.47,119.26,1,0.0,100.0
2022-01-04 23:00:00+07:00,864.75,121.09,1,0.0,100.0
2022-01-05 00:00:00+07:00,865.76,123.3,1,0.0,100.0
2022-01-05 01:00:00+07:00,867.67,123.41,1,0.0,100.0
2022-01-05 02:00:00+07:00,866.52,123.11,1,0.0,100.0
2022-01-05 03:00:00+07:00,861.31,117.04,1,0.0,100.0
2022-01-05 04:00:00+07:00,853.51,113.53,1,0.0,100.0
2022-01-05 05:00:00+07:00,850.37,111.9,1,0.0,100.0
2022-01-05 06:00:00+07:00,850.75,112.28,1,0.0,100.0
2022-01-05 07:00:00+07:00,853.24,113.02,1,0.0,100.0
2022-01-05 08:00:00+07:00,855.36,114.19,1,0.0,100.0
2022-01-05 09:00:00+07:00,856.12,114.8,1,0.0,100.0
2022-01-05 10:00:00+07:00,859.32,115.75,1,0.0,100.0
2022-01-05 11:00:00+07:00,854.91,112.28,1,0.0,100.0
2022-01-05 12:00:00+07:00,855.05,113.61,1,0.0,100.0
2022-01-05 13:00:00+07:00,858.48,115.87,1,0.0,100.0
2022-01-05 14:00:00+07:00,858.83,116.13,1,0.0,100.0
2022-01-05 15:00:00+07:00,861.43,117.52,1,0.0,100.0
2022-01-05 16:00:00+07:00,862.9,117.7,1,0.0,100.0
2022-01-05 17:00:00+07:00,859.5,116.52,1,0.0,100.0
2022-01-05 18:00:00+07:00,863.01,118.5,1,0.0,100.0
2022-01-05 19:00:00+07:00,867.22,120.32,1,0.0,100.0
2022-01-05 20:00:00+07:00,865.67,119.82,1,0.0,100.0
2022-01-05 21:00:00+07:00,866.66,121.55,1,0.0,100.0
2022-01-05 22:00:00+07:00,865.14,119.27,1,0.0,100.0
2022-01-05 23:00:00+07:00,860.58,115.87,1,0.0,100.0
2022-01-06 00:00:00+07:00,858.92,114.82,1,0.0,100.0
2022-01-06 01:00:00+07:00,861.31,114.89,1,0.0,100.0
2022-01-06 02:00:00+07:00,862.03,115.59,1,0.0,100.0
2022-01-06 03:00:00+07:00,864.38,118.49,1,0.0,100.0
2022-01-06 04:00:00+07:00,864.46,119.19,1,0.0,100.0
2022-01-06 05:00:00+07:00,866.7,118.98,1,0.0,100.0
2022-01-06 06:00:00+07:00,866.6,119.79,1,0.0,100.0
2022-01-06 07:00:00+07:00,865.23,120.96,1,0.0,100.0
2022-01-06 08:00:00+07:00,868.51,122.84,1,0.0,100.0
2022-01-06 09:00:00+07:00,870.21,120.95,1,0.0,100.0
2022-01-06 10:00:00+07:00,866.28,121.21,1,0.0,100.0
2022-01-06 11:00:00+07:00,862.58,115.44,1,0.0,100.0
2022-01-06 12:00:00+07:00,860.94,114.76,1,0.0,100.0
2022-01-06 13:00:00+07:00,863.04,115.11,1,0.0,100.0
2022-01-06 14:00:00+07:00,862.23,114.44,1,0.0,100.0
2022-01-06 15:00:00+07:00,866.07,118.4,1,0.0,100.0
2022-01-06 16:00:00+07:00,872.92,127.21,1,0.0,100.0
2022-01-06 17:00:00+07:00,873.84,126.93,1,0.0,100.0
2022-01-06 18:00:00+07:00,871.68,125.64,1,0.0,100.0
2022-01-06 19:00:00+07:00,870.04,125.95,1,0.0,100.0
2022-01-06 20:00:00+07:00,869.81,126.87,1,0.0,100.0
2022-01-06 21:00:00+07:00,870.02,125.71,1,0.0,100.0
2022-01-06 22:00:00+07:00,869.88,125.46,1,0.0,100.0
2022-01-06 23:00:00+07:00,872.53,125.69,1,0.0,100.0
2022-01-07 00:00:00+07:00,869.46,125.76,1,0.0,100.0
2022-01-07 01:00:00+07:00,868.32,125.99,1,0.0,100.0
2022-01-07 02:00:00+07:00,867.66,126.5,1,0.0,100.0
2022-01-07 03:00:00+07:00,868.18,126.8,1,0.0,100.0
2022-01-07 04:00:00+07:00,868.07,126.75,1,0.0,100.0
2022-01-07 05:00:00+07:00,867.93,125.71,1,0.0,100.0
2022-01-07 06:00:00+07:00,867.77,127.15,1,0.0,100.0
2022-01-07 07:00:00+07:00,868.44,126.89,1,0.0,100.0
2022-01-07 08:00:00+07:00,871.02,128.7,1,0.0,100.0
2022-01-07 09:00:00+07:00,871.12,129.29,1,0.0,100.0
2022-01-07 10:00:00+07:00,873.51,129.54,1,0.0,100.0
2022-01-07 11:00:00+07:00,872.9,130.91,1,0.0,100.0
2022-01-07 13:00:00+07:00,874.15,131.13,1,0.0,100.0
2022-01-07 14:00:00+07:00,875.39,130.8,1,0.0,100.0
2022-01-07 15:00:00+07:00,876.65,130.65,1,0.0,100.0
2022-01-07 16:00:00+07:00,876.48,130.32,1,0.0,100.0
2022-01-07 17:00:00+07:00,874.59,129.24,1,0.0,100.0
2022-01-07 18:00:00+07:00,871.92,127.68,1,0.0,100.0
2022-01-07 19:00:00+07:00,872.57,127.57,1,0.0,100.0
2022-01-07 20:00:00+07:00,872.71,127.45,1,0.0,100.0
2022-01-07 21:00:00+07:00,871.38,127.31,1,0.0,100.0
2022-01-07 22:00:00+07:00,871.12,127.59,1,0.0,100.0
2022-01-07 23:00:00+07:00,871.07,127.55,1,0.0,100.0
2022-01-08 00:00:00+07:00,870.17,127.9,1,0.0,100.0
2022-01-08 01:00:00+07:00,870.84,127.2,1,0.0,100.0
