TimeStamp,AVG_ALL_CYLINDER,HEALTH
2022-01-18 10:00:00+07:00,862.73,0.0
2022-01-18 11:00:00+07:00,867.44,100.0
2022-01-18 14:00:00+07:00,868.52,100.0
2022-01-18 18:00:00+07:00,869.01,100.0
2022-01-18 19:00:00+07:00,869.12,100.0
2022-01-18 20:00:00+07:00,864.66,0.0
2022-01-18 22:00:00+07:00,864.99,0.0
2022-01-18 23:00:00+07:00,859.61,0.0
2022-01-19 00:00:00+07:00,856.56,0.0
2022-01-19 01:00:00+07:00,852.73,0.0
2022-01-19 02:00:00+07:00,850.01,0.0
2022-01-19 03:00:00+07:00,854.86,0.0
2022-01-19 04:00:00+07:00,860.6,0.0
2022-01-19 05:00:00+07:00,860.07,0.0
2022-01-19 06:00:00+07:00,858.4,0.0
2022-01-19 07:00:00+07:00,856.51,0.0
2022-01-19 08:00:00+07:00,859.47,0.0
2022-01-19 09:00:00+07:00,862.22,0.0
2022-01-19 10:00:00+07:00,861.2,0.0
2022-01-19 12:00:00+07:00,860.51,0.0
2022-01-19 13:00:00+07:00,855.73,0.0
2022-01-19 14:00:00+07:00,851.76,0.0
2022-01-19 15:00:00+07:00,848.27,0.0
2022-01-19 16:00:00+07:00,850.22,0.0
2022-01-19 17:00:00+07:00,846.56,0.0
2022-01-19 18:00:00+07:00,851.77,0.0
2022-01-19 19:00:00+07:00,850.55,0.0
2022-01-19 20:00:00+07:00,851.85,0.0
2022-01-19 21:00:00+07:00,849.11,0.0
2022-01-19 22:00:00+07:00,843.38,0.0
2022-01-19 23:00:00+07:00,841.77,0.0
2022-01-20 00:00:00+07:00,843.9,0.0
2022-01-20 01:00:00+07:00,845.38,0.0
2022-01-20 02:00:00+07:00,850.76,0.0
2022-01-20 03:00:00+07:00,857.62,0.0
2022-01-20 04:00:00+07:00,859.22,0.0
2022-01-20 05:00:00+07:00,860.12,0.0
2022-01-20 06:00:00+07:00,860.24,0.0
2022-01-20 07:00:00+07:00,859.38,0.0
2022-01-20 08:00:00+07:00,860.41,0.0
2022-01-20 09:00:00+07:00,863.84,0.0
2022-01-20 10:00:00+07:00,863.79,0.0
2022-01-20 11:00:00+07:00,865.51,0.0
2022-01-20 12:00:00+07:00,864.12,0.0
2022-01-20 14:00:00+07:00,859.38,0.0
2022-01-20 15:00:00+07:00,839.94,0.0
2022-01-20 16:00:00+07:00,852.35,0.0
2022-01-20 19:00:00+07:00,858.55,0.0
2022-01-20 20:00:00+07:00,861.64,0.0
2022-01-20 21:00:00+07:00,859.65,0.0
2022-01-20 22:00:00+07:00,860.06,0.0
2022-01-20 23:00:00+07:00,859.42,0.0
2022-01-21 00:00:00+07:00,859.99,0.0
2022-01-21 01:00:00+07:00,855.71,0.0
2022-01-21 02:00:00+07:00,853.4,0.0
2022-01-21 03:00:00+07:00,849.84,0.0
2022-01-21 04:00:00+07:00,848.17,0.0
2022-01-21 05:00:00+07:00,850.15,0.0
2022-01-21 06:00:00+07:00,851.01,0.0
2022-01-21 07:00:00+07:00,852.19,0.0
2022-01-21 08:00:00+07:00,855.64,0.0
2022-01-21 09:00:00+07:00,857.56,0.0
2022-01-21 11:00:00+07:00,859.48,0.0
2022-01-21 13:00:00+07:00,853.71,0.0
2022-01-21 14:00:00+07:00,858.62,0.0
2022-01-21 15:00:00+07:00,857.77,0.0
2022-01-21 16:00:00+07:00,859.66,0.0
2022-01-21 17:00:00+07:00,858.8,0.0
2022-01-21 18:00:00+07:00,861.68,0.0
2022-01-21 19:00:00+07:00,861.47,0.0
2022-01-21 22:00:00+07:00,861.59,0.0
2022-01-21 23:00:00+07:00,861.1,0.0
2022-01-22 00:00:00+07:00,861.42,0.0
2022-01-22 01:00:00+07:00,861.67,0.0
2022-01-22 02:00:00+07:00,861.55,0.0
2022-01-22 03:00:00+07:00,861.05,0.0
2022-01-22 04:00:00+07:00,860.58,0.0
2022-01-22 05:00:00+07:00,854.52,0.0
2022-01-22 06:00:00+07:00,850.73,0.0
2022-01-22 07:00:00+07:00,855.18,0.0
2022-01-22 08:00:00+07:00,858.43,0.0
2022-01-22 09:00:00+07:00,857.92,0.0
2022-01-22 10:00:00+07:00,852.34,0.0
2022-01-22 11:00:00+07:00,851.02,0.0
2022-01-22 12:00:00+07:00,853.37,0.0
2022-01-22 13:00:00+07:00,854.05,0.0
2022-01-22 15:00:00+07:00,852.46,0.0
2022-01-22 16:00:00+07:00,853.06,0.0
2022-01-22 17:00:00+07:00,853.08,0.0
2022-01-22 18:00:00+07:00,853.68,0.0
2022-01-22 20:00:00+07:00,861.47,0.0
2022-01-22 21:00:00+07:00,863.36,0.0
2022-01-22 22:00:00+07:00,863.2,0.0
2022-01-22 23:00:00+07:00,863.21,0.0
2022-01-23 00:00:00+07:00,862.89,0.0
2022-01-23 01:00:00+07:00,862.51,0.0
2022-01-23 02:00:00+07:00,862.32,0.0
2022-01-23 03:00:00+07:00,859.98,0.0
2022-01-23 04:00:00+07:00,856.57,0.0
2022-01-23 06:00:00+07:00,848.85,0.0
2022-01-23 08:00:00+07:00,852.08,0.0
2022-01-23 09:00:00+07:00,858.5,0.0
2022-01-23 10:00:00+07:00,859.62,0.0
2022-01-23 13:00:00+07:00,864.54,0.0
2022-01-24 16:00:00+07:00,981.27,100.0
2022-01-24 17:00:00+07:00,980.52,100.0
2022-01-24 18:00:00+07:00,979.54,100.0
2022-01-24 20:00:00+07:00,978.86,100.0
2022-01-24 21:00:00+07:00,978.08,100.0
2022-01-24 22:00:00+07:00,977.11,100.0
2022-01-24 23:00:00+07:00,978.32,100.0
2022-01-25 00:00:00+07:00,977.92,100.0
2022-01-25 01:00:00+07:00,974.7,100.0
2022-01-25 02:00:00+07:00,971.41,100.0
2022-01-25 03:00:00+07:00,969.17,100.0
2022-01-25 06:00:00+07:00,972.48,100.0
2022-01-25 07:00:00+07:00,974.46,100.0
2022-01-25 08:00:00+07:00,976.78,100.0
2022-01-25 09:00:00+07:00,977.89,100.0
2022-01-25 10:00:00+07:00,978.66,100.0
2022-01-25 12:00:00+07:00,981.87,100.0
2022-01-25 14:00:00+07:00,921.91,100.0
2022-01-27 09:00:00+07:00,976.15,100.0
2022-01-27 10:00:00+07:00,977.99,100.0
2022-01-27 11:00:00+07:00,976.65,100.0
2022-01-27 12:00:00+07:00,973.83,100.0
2022-01-27 13:00:00+07:00,970.31,100.0
2022-01-27 14:00:00+07:00,940.66,100.0
2022-01-27 15:00:00+07:00,869.66,100.0
2022-01-27 16:00:00+07:00,961.82,100.0
2022-01-27 17:00:00+07:00,975.6,100.0
2022-01-27 18:00:00+07:00,972.57,100.0
2022-01-27 19:00:00+07:00,970.96,100.0
2022-01-27 20:00:00+07:00,969.97,100.0
2022-01-27 21:00:00+07:00,969.99,100.0
2022-01-27 22:00:00+07:00,970.05,100.0
2022-01-27 23:00:00+07:00,969.06,100.0
2022-01-28 00:00:00+07:00,723.14,0.0
2022-01-28 08:00:00+07:00,845.86,0.0
2022-01-28 09:00:00+07:00,850.38,0.0
2022-01-28 10:00:00+07:00,856.38,0.0
2022-01-28 11:00:00+07:00,853.33,0.0
2022-01-28 12:00:00+07:00,855.04,0.0
2022-01-28 13:00:00+07:00,844.27,0.0
2022-01-28 14:00:00+07:00,834.8,0.0
2022-01-28 15:00:00+07:00,843.65,0.0
2022-01-28 16:00:00+07:00,854.21,0.0
2022-01-28 17:00:00+07:00,854.52,0.0
2022-01-28 18:00:00+07:00,857.82,0.0
2022-01-28 19:00:00+07:00,861.73,0.0
2022-01-28 20:00:00+07:00,860.29,0.0
2022-01-28 21:00:00+07:00,856.35,0.0
2022-01-28 22:00:00+07:00,854.27,0.0
2022-01-28 23:00:00+07:00,852.59,0.0
2022-01-29 00:00:00+07:00,850.05,0.0
2022-01-29 01:00:00+07:00,849.59,0.0
2022-01-29 02:00:00+07:00,849.92,0.0
2022-01-29 03:00:00+07:00,849.2,0.0
2022-01-29 04:00:00+07:00,848.06,0.0
2022-01-29 05:00:00+07:00,848.09,0.0
2022-01-29 06:00:00+07:00,848.77,0.0
2022-01-29 07:00:00+07:00,849.1,0.0
2022-01-29 08:00:00+07:00,848.6,0.0
2022-01-29 09:00:00+07:00,847.22,0.0
2022-01-29 10:00:00+07:00,852.7,0.0
2022-01-29 11:00:00+07:00,853.85,0.0
2022-01-29 12:00:00+07:00,853.57,0.0
2022-01-29 13:00:00+07:00,853.31,0.0
2022-01-29 14:00:00+07:00,846.57,0.0
2022-01-29 15:00:00+07:00,856.22,0.0
2022-01-29 16:00:00+07:00,858.15,0.0
2022-01-29 17:00:00+07:00,856.99,0.0
2022-01-29 18:00:00+07:00,857.85,0.0
2022-01-29 19:00:00+07:00,857.19,0.0
2022-01-29 20:00:00+07:00,857.68,0.0
2022-01-29 21:00:00+07:00,856.61,0.0
2022-01-29 22:00:00+07:00,856.24,0.0
2022-01-29 23:00:00+07:00,856.09,0.0
2022-01-30 00:00:00+07:00,851.99,0.0
2022-01-30 01:00:00+07:00,854.02,0.0
