TimeStamp,NYA_DCS_G6710A_CoolantTemp_RB,NYA_DCS_G6710A_OilTemp,CLUSTER,OVER_BY,HEALTH
2022-01-17 06:00:00+07:00,180.26,181.1,1,0.0,100.0
2022-01-17 07:00:00+07:00,181.1,181.35,1,0.0,100.0
2022-01-17 08:00:00+07:00,180.47,181.11,1,0.0,100.0
2022-01-17 09:00:00+07:00,181.35,181.43,1,0.0,100.0
2022-01-17 10:00:00+07:00,181.4,182.25,1,0.0,100.0
2022-01-17 11:00:00+07:00,182.71,182.73,1,0.0,100.0
2022-01-17 12:00:00+07:00,183.2,183.05,1,0.0,100.0
2022-01-17 13:00:00+07:00,183.2,183.33,1,0.0,100.0
2022-01-17 17:00:00+07:00,185.0,184.76,1,0.0,100.0
2022-01-17 19:00:00+07:00,183.2,183.68,1,0.0,100.0
2022-01-17 20:00:00+07:00,183.2,183.73,1,0.0,100.0
2022-01-17 21:00:00+07:00,183.2,183.5,1,0.0,100.0
2022-01-17 22:00:00+07:00,183.2,183.39,1,0.0,100.0
2022-01-17 23:00:00+07:00,182.38,182.89,1,0.0,100.0
2022-01-18 01:00:00+07:00,179.37,180.41,1,0.0,100.0
2022-01-18 02:00:00+07:00,179.67,180.69,1,0.0,100.0
2022-01-18 04:00:00+07:00,179.67,180.71,1,0.0,100.0
2022-01-18 05:00:00+07:00,179.07,179.97,1,0.0,100.0
2022-01-18 06:00:00+07:00,180.25,180.97,1,0.0,100.0
2022-01-18 07:00:00+07:00,183.24,183.7,1,0.0,100.0
2022-01-18 08:00:00+07:00,183.72,183.84,1,0.0,100.0
2022-01-18 09:00:00+07:00,183.2,183.82,1,0.0,100.0
2022-01-18 10:00:00+07:00,183.2,183.42,1,0.0,100.0
2022-01-18 11:00:00+07:00,183.2,183.77,1,0.0,100.0
2022-01-18 14:00:00+07:00,183.65,183.9,1,0.0,100.0
2022-01-18 18:00:00+07:00,183.2,183.8,1,0.0,100.0
2022-01-18 19:00:00+07:00,183.2,183.5,1,0.0,100.0
2022-01-18 20:00:00+07:00,181.4,182.31,1,0.0,100.0
2022-01-18 22:00:00+07:00,181.4,182.29,1,0.0,100.0
2022-01-18 23:00:00+07:00,178.89,179.85,1,0.0,100.0
2022-01-19 00:00:00+07:00,177.58,178.74,1,0.0,100.0
2022-01-19 01:00:00+07:00,175.58,177.62,1,0.0,100.0
