TimeStamp,NYA_DCS_G6710A_Cylinder_11,NYA_DCS_G6710A_Intake_Manifold,CLUSTER,OVER_BY,HEALTH
2022-01-01 00:00:00+07:00,827.4,113.65,1,0.0,100.0
2022-01-01 01:00:00+07:00,830.07,116.51,1,0.0,100.0
2022-01-01 02:00:00+07:00,828.11,113.62,1,0.0,100.0
2022-01-01 03:00:00+07:00,823.07,109.73,1,0.0,100.0
2022-01-01 04:00:00+07:00,822.58,109.4,1,0.0,100.0
2022-01-01 05:00:00+07:00,821.2,109.4,1,0.02,99.75
2022-01-01 06:00:00+07:00,821.46,109.4,1,0.01,99.88
2022-01-01 07:00:00+07:00,819.71,109.47,1,0.04,99.5
2022-01-01 08:00:00+07:00,825.15,112.69,1,0.0,100.0
2022-01-01 09:00:00+07:00,828.3,116.26,1,0.0,100.0
2022-01-01 10:00:00+07:00,830.97,119.49,1,0.0,100.0
2022-01-01 11:00:00+07:00,833.73,121.61,1,0.0,100.0
2022-01-01 12:00:00+07:00,835.52,122.31,1,0.0,100.0
2022-01-01 13:00:00+07:00,836.89,122.73,1,0.0,100.0
2022-01-01 14:00:00+07:00,838.03,123.43,1,0.0,100.0
2022-01-01 15:00:00+07:00,833.9,119.61,1,0.0,100.0
2022-01-01 16:00:00+07:00,835.76,121.07,1,0.0,100.0
2022-01-01 17:00:00+07:00,831.13,117.38,1,0.0,100.0
2022-01-01 18:00:00+07:00,827.97,114.22,1,0.0,100.0
2022-01-01 19:00:00+07:00,828.16,114.57,1,0.0,100.0
2022-01-01 20:00:00+07:00,830.85,116.29,1,0.0,100.0
2022-01-01 21:00:00+07:00,833.17,118.29,1,0.0,100.0
2022-01-01 22:00:00+07:00,834.55,119.2,1,0.0,100.0
2022-01-01 23:00:00+07:00,833.97,119.55,1,0.0,100.0
2022-01-02 00:00:00+07:00,829.61,115.34,1,0.0,100.0
2022-01-02 01:00:00+07:00,829.35,115.21,1,0.0,100.0
2022-01-02 02:00:00+07:00,828.95,115.55,1,0.0,100.0
2022-01-02 03:00:00+07:00,827.17,111.96,1,0.0,100.0
2022-01-02 04:00:00+07:00,825.55,111.0,1,0.0,100.0
2022-01-02 05:00:00+07:00,823.64,110.04,1,0.0,100.0
2022-01-02 06:00:00+07:00,823.31,109.59,1,0.0,100.0
2022-01-02 07:00:00+07:00,821.46,109.55,1,0.0,100.0
2022-01-02 08:00:00+07:00,823.08,110.74,1,0.0,100.0
2022-01-02 14:00:00+07:00,836.96,125.17,1,0.0,100.0
2022-01-02 15:00:00+07:00,842.77,125.68,1,0.0,100.0
2022-01-02 16:00:00+07:00,833.89,117.99,1,0.0,100.0
2022-01-02 17:00:00+07:00,828.92,114.88,1,0.0,100.0
2022-01-02 18:00:00+07:00,823.07,112.67,1,0.0,100.0
2022-01-02 19:00:00+07:00,822.62,113.46,1,0.0,100.0
2022-01-02 20:00:00+07:00,822.79,113.07,1,0.0,100.0
2022-01-02 21:00:00+07:00,822.85,113.25,1,0.0,100.0
2022-01-02 22:00:00+07:00,821.3,113.12,1,0.0,100.0
2022-01-02 23:00:00+07:00,819.51,112.79,1,0.0,100.0
2022-01-03 00:00:00+07:00,820.26,112.41,1,0.0,100.0
2022-01-03 01:00:00+07:00,819.6,111.2,1,0.0,100.0
2022-01-03 02:00:00+07:00,818.59,109.99,1,0.04,99.5
2022-01-03 03:00:00+07:00,818.04,110.04,1,0.04,99.5
2022-01-03 04:00:00+07:00,818.76,109.97,1,0.03,99.63
