TimeStamp,PLANT LOAD,1-CTA.2M.1FC1101.PV,,,
5/19/2015 18:58,99.4146041,36.78340352,,,
5/19/2015 19:00,99.45563138,36.79858361,,,
5/19/2015 19:02,99.31563921,36.74678651,,,
5/19/2015 19:04,99.19273454,36.70131178,,,
5/19/2015 19:06,99.1561752,36.68778482,,,
5/19/2015 19:08,99.26673538,36.72869209,,,
5/19/2015 19:10,99.26497474,36.72804066,,,
5/19/2015 19:12,99.21677227,36.71020574,,,
5/19/2015 19:14,99.30357639,36.74232326,,,
5/19/2015 19:16,99.27251203,36.73082945,,,
5/19/2015 19:18,99.17123771,36.69335795,,,
5/19/2015 19:20,99.0159306,36.63589432,,,
5/19/2015 19:22,99.13040976,36.67825161,,,
5/19/2015 19:24,99.07510542,36.657789,,,
5/19/2015 19:26,99.09937714,36.66676954,,,
5/19/2015 19:28,98.96887253,36.61848284,,,
5/19/2015 19:30,98.9876251,36.62542129,,,
5/19/2015 19:32,98.91086016,36.59701826,,,
5/19/2015 19:34,99.03427354,36.64268121,,,
5/19/2015 19:36,99.10545978,36.66902012,,,
5/19/2015 19:38,99.14822949,36.68484491,,,
5/19/2015 19:40,98.99973788,36.62990301,,,
5/19/2015 19:42,99.1499054,36.685465,,,
5/19/2015 19:44,99.1991004,36.70366715,,,
5/19/2015 19:46,99.0722709,36.65674023,,,
5/19/2015 19:48,99.11318911,36.67187997,,,
5/19/2015 19:50,99.13974719,36.68170646,,,
5/19/2015 19:52,99.13514634,36.68000414,,,
5/19/2015 19:54,99.26603794,36.72843404,,,
5/19/2015 19:56,99.06866768,36.65540704,,,
5/19/2015 19:58,99.0801453,36.65965376,,,
5/19/2015 20:00,98.94985707,36.61144712,,,
5/19/2015 20:02,99.1476081,36.684615,,,
5/19/2015 20:04,99.21056135,36.7079077,,,
5/19/2015 20:06,99.15513508,36.68739998,,,
5/19/2015 20:08,99.16978551,36.69282064,,,
5/19/2015 20:10,99.21961983,36.71125934,,,
5/19/2015 20:12,99.21800315,36.71066117,,,
5/19/2015 20:14,99.21540659,36.70970044,,,
5/19/2015 20:16,99.26764393,36.72902826,,,
5/19/2015 20:18,99.28323547,36.73479712,,,
5/19/2015 20:20,99.21138504,36.70821247,,,
5/19/2015 20:22,99.24701827,36.72139676,,,
5/19/2015 20:24,99.31826042,36.74775635,,,
5/19/2015 20:26,99.29342322,36.73856659,,,
5/19/2015 20:28,99.3510892,36.759903,,,
5/19/2015 20:30,99.2614874,36.72675034,,,
5/19/2015 20:32,99.27771561,36.73275478,,,
5/19/2015 20:34,99.40833661,36.78108455,,,
5/19/2015 20:36,99.28637189,36.7359576,,,
5/19/2015 20:38,99.27440212,36.73152878,,,
5/19/2015 20:40,99.29869013,36.74051535,,,
5/19/2015 20:42,99.33081597,36.75240191,,,
5/19/2015 20:44,99.18742749,36.69934817,,,
5/19/2015 20:46,99.3612769,36.76367245,,,
5/19/2015 20:48,99.36701056,36.76579391,,,
5/19/2015 20:50,99.34591709,36.75798932,,,
5/19/2015 20:52,99.3954312,36.77630954,,,
5/19/2015 20:54,99.32592725,36.75059308,,,
5/19/2015 20:56,99.40397317,36.77947007,,,
5/19/2015 20:58,99.43302465,36.79021912,,,
5/19/2015 21:00,99.48428945,36.8091871,,,
5/19/2015 21:02,99.37098927,36.76726603,,,
5/19/2015 21:04,99.27130079,36.73038129,,,
5/19/2015 21:06,99.2416085,36.71939515,,,
5/19/2015 21:08,99.18685853,36.69913766,,,
5/19/2015 21:10,99.24582361,36.72095474,,,
5/19/2015 21:12,99.17078397,36.69319007,,,
5/19/2015 21:14,99.23745555,36.71785855,,,
5/19/2015 21:16,99.12489196,36.67621002,,,
5/19/2015 21:18,99.20046723,36.70417288,,,
5/19/2015 21:20,99.22536372,36.71338458,,,
5/19/2015 21:22,99.2221968,36.71221281,,,
5/19/2015 21:24,99.09092463,36.66364211,,,
5/19/2015 21:26,99.13983766,36.68173994,,,
5/19/2015 21:28,99.229857,36.71504709,,,
5/19/2015 21:30,99.04725034,36.64748263,,,
5/19/2015 21:32,99.14840327,36.68490921,,,
5/19/2015 21:34,99.36834804,36.76628878,,,
5/19/2015 21:36,99.49925663,36.81472495,,,
5/19/2015 21:38,99.48454918,36.8092832,,,
5/19/2015 21:40,99.53892759,36.82940321,,,
5/19/2015 21:42,99.51812946,36.8217079,,,
5/19/2015 21:44,99.554112,36.83502144,,,
5/19/2015 21:46,99.82242591,36.93429759,,,
5/19/2015 21:48,99.76950507,36.91471688,,,
